Date-time;Type;Metadato grafico storico;SER008/11-RIL002 - S Pietro - Portata uscita Città Vecchia (l/s);SER008/11-RIL002 - S Pietro - Portata ingresso serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita Prato Volpe (l/s)
2025/03/07 01:15:00;P;;-0,4;23,9;0,0;-2,7
2025/03/07 01:20:00;A;;;27,6;;
2025/03/07 01:25:00;A;;;24,6;;
2025/03/07 01:30:00;A;;-0,4;30,3;0,0;-3,1
2025/03/07 01:30:01;P;;;30,3;;
2025/03/07 01:35:00;A;;;28,8;;
2025/03/07 01:45:00;A;;-0,4;29,9;0,0;-2,7
2025/03/07 01:45:01;P;;;29,9;;
2025/03/07 02:00:00;A;;-0,3;27,4;0,0;-2,5
2025/03/07 02:00:01;P;;;27,4;;
2025/03/07 02:15:00;A;;-0,4;29,0;0,0;-2,4
2025/03/07 02:15:01;P;;;29,0;;
2025/03/07 02:20:00;A;;;27,8;;
2025/03/07 02:25:00;A;;;29,8;;
2025/03/07 02:30:00;A;;-0,5;31,4;0,0;-2,6
2025/03/07 02:30:01;P;;;31,4;;
2025/03/07 02:45:00;A;;-0,7;32,6;0,0;-2,3
2025/03/07 02:45:01;P;;;32,6;;
2025/03/07 02:50:00;A;;;35,8;;
2025/03/07 02:55:00;A;;;34,2;;
2025/03/07 03:00:00;A;;-0,3;32,0;0,0;-2,5
2025/03/07 03:00:01;P;;;32,0;;
2025/03/07 03:10:00;A;;;34,9;;
2025/03/07 03:15:00;A;;-0,3;31,9;0,0;-2,4
2025/03/07 03:15:01;P;;;31,9;;
2025/03/07 03:20:00;A;;;33,3;;
2025/03/07 03:30:00;A;;-0,3;35,0;0,0;-2,5
2025/03/07 03:30:01;P;;;35,0;;
2025/03/07 03:40:00;A;;;33,0;;
2025/03/07 03:45:00;A;;-0,3;28,4;0,0;-2,3
2025/03/07 03:45:01;P;;;28,4;;
2025/03/07 03:50:00;A;;;9,8;;
2025/03/07 03:55:00;A;;;5,6;;
2025/03/07 04:00:00;P;;-0,3;5,4;0,0;-1,7
2025/03/07 04:05:00;A;;;1,3;;
2025/03/07 04:10:00;A;;;2,6;;
2025/03/07 04:15:00;P;;-0,5;2,7;0,0;-1,3
2025/03/07 04:20:00;A;;;0,0;1,1;
2025/03/07 04:30:00;A;;-0,4;0,0;2,7;-0,3
2025/03/07 04:30:01;P;;;;2,7;-0,3
2025/03/07 04:35:00;A;;;;5,3;
2025/03/07 04:40:00;A;;;;2,6;
2025/03/07 04:45:00;A;;-0,5;0,0;1,2;-0,8
2025/03/07 04:45:01;P;;;;1,2;
2025/03/07 05:00:00;P;;-0,5;0,0;0,5;0,1
2025/03/07 05:05:00;A;;;3,9;;-1,3
2025/03/07 05:10:00;A;;;5,4;;
2025/03/07 05:15:00;P;;-0,3;5,9;0,0;-1,4
2025/03/07 05:20:00;A;;;8,9;;
2025/03/07 05:30:00;A;;-0,3;7,5;0,0;-1,4
2025/03/07 05:30:01;P;;;7,5;;
2025/03/07 05:35:00;A;;;4,0;;
2025/03/07 05:40:00;A;;;2,7;;
2025/03/07 05:45:00;A;;-0,5;0,0;0,2;-0,8
2025/03/07 05:45:01;P;;;0,0;;
2025/03/07 05:55:00;A;;;;3,5;
2025/03/07 06:00:00;A;;-0,5;0,0;0,8;0,0
2025/03/07 06:00:01;P;;;;0,8;
2025/03/07 06:05:00;A;;;26,3;;-1,2
2025/03/07 06:10:00;A;;;21,4;;
2025/03/07 06:15:00;P;;-0,5;21,5;0,0;-1,0
2025/03/07 06:20:00;A;;;15,3;;
2025/03/07 06:25:00;A;;;8,5;;0,1
2025/03/07 06:30:00;A;;-0,5;2,5;0,0;1,5
2025/03/07 06:30:01;P;;;2,5;;1,5
2025/03/07 06:35:00;A;;2,7;0,0;1,1;3,6
2025/03/07 06:40:00;A;;4,3;;;
2025/03/07 06:45:00;A;;5,5;0,0;10,9;4,5
2025/03/07 06:45:01;P;;5,5;;10,9;
2025/03/07 06:50:00;A;;;;13,1;
2025/03/07 06:55:00;A;;6,7;;22,3;
2025/03/07 07:00:00;A;;7,3;0,0;29,0;5,2
2025/03/07 07:00:01;P;;;;29,0;
2025/03/07 07:05:00;A;;5,6;;1,4;
2025/03/07 07:10:00;A;;7,0;;6,2;
2025/03/07 07:15:00;A;;6,8;0,0;10,7;5,3
2025/03/07 07:15:01;P;;;;10,7;
2025/03/07 07:20:00;A;;;;11,9;
2025/03/07 07:25:00;A;;8,2;;18,1;
2025/03/07 07:30:00;A;;7,9;0,0;22,7;5,5
2025/03/07 07:30:01;P;;;;22,7;
2025/03/07 07:35:00;A;;;;27,6;
2025/03/07 07:40:00;A;;9,5;;32,1;
2025/03/07 07:45:00;A;;8,4;0,0;27,7;5,8
2025/03/07 07:45:01;P;;8,4;;27,7;
2025/03/07 07:50:00;A;;;;29,0;
2025/03/07 07:55:00;A;;9,9;;27,2;
2025/03/07 08:00:00;A;;9,7;0,0;29,2;5,8
2025/03/07 08:00:01;P;;;;29,2;
2025/03/07 08:05:00;A;;;;26,0;
2025/03/07 08:15:00;A;;8,2;0,0;22,7;5,8
2025/03/07 08:15:01;P;;8,2;;22,7;
2025/03/07 08:20:00;A;;;;24,2;
2025/03/07 08:25:00;A;;9,2;;27,4;
2025/03/07 08:30:00;A;;8,7;0,0;26,0;5,7
2025/03/07 08:30:01;P;;;;26,0;
2025/03/07 08:35:00;A;;;;33,2;
2025/03/07 08:40:00;A;;6,5;;7,1;
2025/03/07 08:45:00;A;;7,1;0,0;16,1;5,0
2025/03/07 08:45:01;P;;;;16,1;
2025/03/07 08:55:00;A;;5,4;;8,4;
2025/03/07 09:00:00;A;;6,2;0,0;1,1;4,8
2025/03/07 09:00:01;P;;;;1,1;
2025/03/07 09:05:00;A;;7,3;;5,5;
2025/03/07 09:10:00;A;;;;8,5;
2025/03/07 09:15:00;A;;6,5;0,0;4,4;5,0
2025/03/07 09:15:01;P;;;;4,4;
2025/03/07 09:20:00;A;;;;11,2;
2025/03/07 09:25:00;A;;;;3,8;
2025/03/07 09:30:00;A;;6,4;0,0;6,1;4,7
2025/03/07 09:30:01;P;;;;6,1;
2025/03/07 09:35:00;A;;;;3,2;
2025/03/07 09:40:00;A;;;;2,0;
2025/03/07 09:45:00;A;;7,0;0,0;3,4;5,3
2025/03/07 09:45:01;P;;;;3,4;
2025/03/07 09:50:00;A;;5,8;;;
2025/03/07 09:55:00;A;;;;4,4;
2025/03/07 10:00:00;A;;5,2;0,0;2,0;4,3
2025/03/07 10:00:01;P;;;;2,0;
2025/03/07 10:05:00;A;;8,2;;9,4;6,0
2025/03/07 10:10:00;A;;6,4;;0,1;4,8
2025/03/07 10:15:00;A;;6,7;0,0;1,3;5,0
2025/03/07 10:15:01;P;;;;1,3;
2025/03/07 10:20:00;A;;;;4,3;
2025/03/07 10:25:00;A;;5,1;;;
2025/03/07 10:30:00;A;;-0,4;7,4;0,0;0,1
2025/03/07 10:30:01;P;;-0,4;7,4;0,0;0,1
2025/03/07 10:35:00;A;;;5,1;;1,2
2025/03/07 10:40:00;A;;;3,0;;
2025/03/07 10:45:00;A;;1,2;3,4;0,0;2,5
2025/03/07 10:45:01;P;;1,2;;;2,5
2025/03/07 10:50:00;A;;2,4;;;
2025/03/07 10:55:00;A;;1,1;;;
2025/03/07 11:00:00;A;;0,1;7,4;0,0;1,2
2025/03/07 11:00:01;P;;0,1;7,4;;1,2
2025/03/07 11:05:00;A;;;3,9;;2,8
2025/03/07 11:15:00;A;;-0,2;7,8;0,0;0,9
2025/03/07 11:15:01;P;;;7,8;;0,9
2025/03/07 11:20:00;A;;;;;2,4
2025/03/07 11:25:00;A;;;9,3;;1,0
2025/03/07 11:30:00;P;;-0,2;8,9;0,0;1,0
2025/03/07 11:35:00;A;;;7,6;;
2025/03/07 11:40:00;A;;;4,1;;2,7
2025/03/07 11:45:00;P;;0,5;3,9;0,0;3,1
2025/03/07 11:50:00;A;;;0,8;;
2025/03/07 11:55:00;A;;;3,5;;
2025/03/07 12:00:00;P;;0,4;2,8;0,0;3,0
2025/03/07 12:05:00;A;;1,5;;;
2025/03/07 12:10:00;A;;;4,2;;
2025/03/07 12:15:00;A;;0,2;5,5;0,0;2,3
2025/03/07 12:15:01;P;;0,2;5,5;;
2025/03/07 12:20:00;A;;;4,1;;
2025/03/07 12:25:00;A;;1,9;0,4;;
2025/03/07 12:30:00;A;;1,7;0,0;0,1;3,8
2025/03/07 12:30:01;P;;;;;3,8
2025/03/07 12:35:00;A;;;3,6;;2,7
2025/03/07 12:40:00;A;;0,1;6,5;;
2025/03/07 12:45:00;A;;2,6;0,0;4,9;3,5
2025/03/07 12:45:01;P;;2,6;0,0;4,9;
2025/03/07 12:50:00;A;;1,5;;0,0;
2025/03/07 13:00:00;P;;1,3;0,6;0,0;2,7
2025/03/07 13:10:00;A;;0,1;3,6;;
2025/03/07 13:15:00;A;;0,6;2,2;0,0;2,7
2025/03/07 13:15:01;P;;;2,2;;
2025/03/07 13:25:00;A;;;0,0;2,7;3,7
2025/03/07 13:30:00;P;;0,7;0,0;3,4;2,8
2025/03/07 13:35:00;A;;;2,0;0,0;
2025/03/07 13:40:00;A;;-0,3;4,6;;
2025/03/07 13:45:00;A;;0,7;0,3;0,0;2,9
2025/03/07 13:45:01;P;;0,7;0,3;;
2025/03/07 13:55:00;A;;;5,0;;
2025/03/07 14:00:00;A;;1,1;0,7;0,0;3,5
2025/03/07 14:00:01;P;;;0,7;;
2025/03/07 14:05:00;A;;;3,8;;
2025/03/07 14:15:00;A;;-0,5;6,9;0,0;2,3
2025/03/07 14:15:01;P;;-0,5;6,9;;2,3
2025/03/07 14:20:00;A;;;9,6;;
2025/03/07 14:25:00;A;;;21,2;;-1,5
2025/03/07 14:30:00;A;;-0,5;28,8;0,0;-1,6
2025/03/07 14:30:01;P;;;28,8;;
2025/03/07 14:35:00;A;;;10,2;;1,4
2025/03/07 14:40:00;A;;;;;0,2
2025/03/07 14:45:00;A;;0,3;7,2;0,0;2,7
2025/03/07 14:45:01;P;;;7,2;;2,7
2025/03/07 14:50:00;A;;;14,1;;0,1
2025/03/07 14:55:00;A;;;15,3;;
2025/03/07 15:00:00;A;;-0,5;19,7;0,0;-0,3
2025/03/07 15:00:01;P;;;19,7;;
2025/03/07 15:05:00;A;;;34,1;;-2,4
2025/03/07 15:10:00;A;;;31,9;;
2025/03/07 15:15:00;P;;-0,6;32,2;0,0;-1,6
2025/03/07 15:25:00;A;;;31,1;;
2025/03/07 15:30:00;A;;-0,3;28,8;0,0;-1,8
2025/03/07 15:30:01;P;;;28,8;;
2025/03/07 15:40:00;A;;;25,2;;
2025/03/07 15:45:00;A;;-0,4;30,7;0,0;-1,3
2025/03/07 15:45:01;P;;;30,7;;
2025/03/07 15:50:00;A;;;32,2;;
2025/03/07 16:00:00;A;;-0,5;30,8;0,0;-1,3
2025/03/07 16:00:01;P;;;30,8;;
2025/03/07 16:05:00;A;;;25,1;;
2025/03/07 16:10:00;A;;;26,8;;
2025/03/07 16:15:00;A;;-0,6;36,2;0,0;-1,7
2025/03/07 16:15:01;P;;;36,2;;
2025/03/07 16:20:00;A;;;33,5;;
2025/03/07 16:25:00;A;;;27,4;;
2025/03/07 16:30:00;A;;-0,5;30,6;0,0;-1,8
2025/03/07 16:30:01;P;;;30,6;;
2025/03/07 16:40:00;A;;;32,9;;
2025/03/07 16:45:00;A;;-0,5;29,8;0,0;-1,4
2025/03/07 16:45:01;P;;;29,8;;
2025/03/07 17:00:00;A;;-0,6;28,7;0,0;-1,2
2025/03/07 17:00:01;P;;;28,7;;
2025/03/07 17:05:00;A;;;30,8;;
2025/03/07 17:10:00;A;;;27,2;;
2025/03/07 17:15:00;P;;-0,5;27,8;0,0;-1,5
2025/03/07 17:25:00;A;;;21,8;;
2025/03/07 17:30:00;A;;-0,6;24,3;0,0;-1,1
2025/03/07 17:30:01;P;;;24,3;;
2025/03/07 17:35:00;A;;;17,7;;
2025/03/07 17:40:00;A;;;18,8;;
2025/03/07 17:45:00;A;;-0,3;21,7;0,0;-0,7
2025/03/07 17:45:01;P;;;21,7;;
2025/03/07 17:50:00;A;;;19,6;;
2025/03/07 17:55:00;A;;;15,0;;
2025/03/07 18:00:00;P;;-0,4;14,9;0,0;0,2
2025/03/07 18:05:00;A;;;13,6;;
2025/03/07 18:15:00;A;;-0,4;14,8;0,0;-0,1
2025/03/07 18:15:01;P;;;14,8;;
2025/03/07 18:25:00;A;;;16,3;;
2025/03/07 18:30:00;A;;-0,1;10,4;0,0;0,3
2025/03/07 18:30:01;P;;;10,4;;
2025/03/07 18:40:00;A;;;8,0;;
2025/03/07 18:45:00;P;;-0,6;7,7;0,0;0,4
2025/03/07 18:55:00;A;;;4,5;;
2025/03/07 19:00:00;A;;-0,4;6,3;0,0;0,5
2025/03/07 19:00:01;P;;;6,3;;
2025/03/07 19:05:00;A;;;5,2;;
2025/03/07 19:10:00;A;;;2,8;;
2025/03/07 19:15:00;A;;-0,4;7,2;0,0;0,8
2025/03/07 19:15:01;P;;;7,2;;
2025/03/07 19:20:00;A;;;8,5;;
2025/03/07 19:30:00;P;;-0,5;8,5;0,0;0,5
2025/03/07 19:35:00;A;;;6,4;;
2025/03/07 19:40:00;A;;;13,4;;
2025/03/07 19:45:00;P;;-0,4;12,9;0,0;-0,2
2025/03/07 19:50:00;A;;;23,6;;
2025/03/07 19:55:00;A;;;22,4;;
2025/03/07 20:00:00;A;;-0,5;16,1;0,0;0,0
2025/03/07 20:00:01;P;;;16,1;;
2025/03/07 20:05:00;A;;1,9;0,0;26,8;3,3
2025/03/07 20:10:00;A;;0,9;;17,9;
2025/03/07 20:15:00;A;;0,5;0,0;14,0;3,0
2025/03/07 20:15:01;P;;;;14,0;
2025/03/07 20:20:00;A;;;;10,2;
2025/03/07 20:25:00;A;;;;13,5;
2025/03/07 20:30:00;A;;0,6;0,0;10,8;3,2
2025/03/07 20:30:01;P;;;;10,8;
2025/03/07 20:35:00;A;;;;12,7;
2025/03/07 20:40:00;A;;;;7,9;
2025/03/07 20:45:00;A;;0,0;0,0;4,5;2,3
2025/03/07 20:45:01;P;;;;4,5;
2025/03/07 20:50:00;A;;;;1,5;
2025/03/07 20:55:00;A;;;;;1,1
2025/03/07 21:00:00;A;;-0,3;0,0;2,8;0,3
2025/03/07 21:00:01;P;;;;2,8;
2025/03/07 21:05:00;A;;5,2;;56,7;4,5
2025/03/07 21:10:00;A;;;;51,8;
2025/03/07 21:15:00;A;;3,7;0,0;50,6;4,2
2025/03/07 21:15:01;P;;3,7;;50,6;
2025/03/07 21:25:00;A;;;;46,1;
2025/03/07 21:30:00;A;;4,0;0,0;49,5;4,1
2025/03/07 21:30:01;P;;;;49,5;
2025/03/07 21:35:00;A;;;;51,5;
2025/03/07 21:40:00;A;;;;49,6;
2025/03/07 21:45:00;A;;3,4;0,0;45,5;3,9
2025/03/07 21:45:01;P;;;;45,5;
2025/03/07 21:50:00;A;;;;41,0;
2025/03/07 21:55:00;A;;1,9;;38,5;
2025/03/07 22:00:00;A;;0,4;0,0;30,3;2,9
2025/03/07 22:00:01;P;;0,4;;30,3;2,9
2025/03/07 22:05:00;A;;;;35,0;
2025/03/07 22:10:00;A;;;;29,9;
2025/03/07 22:15:00;A;;-0,4;0,0;25,8;2,2
2025/03/07 22:15:01;P;;;;25,8;
2025/03/07 22:20:00;A;;;;31,4;
2025/03/07 22:25:00;A;;;;26,2;
2025/03/07 22:30:00;A;;0,2;0,0;24,9;1,9
2025/03/07 22:30:01;P;;;;24,9;
2025/03/07 22:35:00;A;;;;26,1;
2025/03/07 22:40:00;A;;;;20,4;
2025/03/07 22:45:00;A;;-0,3;0,0;21,4;1,5
2025/03/07 22:45:01;P;;;;21,4;
2025/03/07 22:50:00;A;;;;17,7;
2025/03/07 22:55:00;A;;;;13,2;
2025/03/07 23:00:00;A;;-0,3;0,0;9,0;1,2
2025/03/07 23:00:01;P;;;;9,0;
2025/03/07 23:05:00;A;;;;2,7;
2025/03/07 23:10:00;A;;;;7,9;
2025/03/07 23:15:00;P;;-0,5;0,0;7,9;0,3
2025/03/07 23:20:00;A;;;;0,3;-1,0
2025/03/07 23:25:00;A;;;;2,0;
2025/03/07 23:30:00;P;;-0,5;0,0;1,0;-1,0
2025/03/07 23:35:00;A;;;;0,0;
2025/03/07 23:40:00;A;;;1,6;;
2025/03/07 23:45:00;A;;-0,6;4,1;0,0;-1,4
2025/03/07 23:45:01;P;;;4,1;;
2025/03/07 23:50:00;A;;;3,1;;
2025/03/07 23:55:00;A;;;9,8;;
2025/03/08 00:00:00;A;;-0,5;14,1;0,0;-1,6
2025/03/08 00:00:01;P;;;14,1;;
2025/03/08 00:15:00;A;;-0,5;18,0;0,0;-1,4
2025/03/08 00:15:01;P;;;18,0;;
2025/03/08 00:20:00;A;;;19,3;;
2025/03/08 00:25:00;A;;;22,6;;
2025/03/08 00:30:00;A;;-0,4;23,6;0,0;-1,8
2025/03/08 00:30:01;P;;;23,6;;
2025/03/08 00:35:00;A;;;27,6;;
2025/03/08 00:45:00;A;;-0,4;25,7;0,0;-1,8
2025/03/08 00:45:01;P;;;25,7;;
2025/03/08 00:50:00;A;;;31,6;;
2025/03/08 00:55:00;A;;;29,4;;
2025/03/08 01:00:00;P;;-0,6;30,2;0,0;-2,1
2025/03/08 01:05:00;A;;;34,2;;
2025/03/08 01:10:00;A;;;35,8;;
2025/03/08 01:15:00;P;;-0,4;35,7;0,0;-2,3
2025/03/08 01:25:00;A;;;37,6;;
2025/03/08 01:30:00;P;;-0,6;37,5;0,0;-2,2
2025/03/08 01:35:00;A;;;38,7;;
2025/03/08 01:40:00;A;;;40,9;;
2025/03/08 01:45:00;P;;-0,4;40,6;0,0;-2,1
2025/03/08 01:50:00;A;;;43,2;;
2025/03/08 01:55:00;A;;;41,8;;
2025/03/08 02:00:00;P;;-0,5;41,6;0,0;-2,5
2025/03/08 02:05:00;A;;;39,4;;
2025/03/08 02:10:00;A;;;41,5;;
2025/03/08 02:15:00;A;;-0,3;40,1;0,0;-2,1
2025/03/08 02:15:01;P;;;40,1;;
2025/03/08 02:20:00;A;;;43,0;;
2025/03/08 02:30:00;P;;-0,4;43,5;0,0;-2,1
2025/03/08 02:35:00;A;;;41,2;;
2025/03/08 02:40:00;A;;;43,6;;
2025/03/08 02:45:00;A;;-0,4;44,9;0,0;-1,9
2025/03/08 02:45:01;P;;;44,9;;
2025/03/08 03:00:00;A;;-0,5;43,6;0,0;-1,9
2025/03/08 03:00:01;P;;;43,6;;
2025/03/08 03:15:00;A;;-0,4;45,4;0,0;-1,9
2025/03/08 03:15:01;P;;;45,4;;
2025/03/08 03:20:00;A;;;47,3;;
2025/03/08 03:25:00;A;;;45,1;;
2025/03/08 03:30:00;P;;-0,5;45,7;0,0;-2,0
2025/03/08 03:35:00;A;;;47,9;;
2025/03/08 03:40:00;A;;;44,8;;
2025/03/08 03:45:00;P;;-0,4;43,9;0,0;-1,8
2025/03/08 03:50:00;A;;;47,8;;
2025/03/08 03:55:00;A;;;46,2;;
2025/03/08 04:00:00;P;;-0,5;45,7;0,0;-1,7
2025/03/08 04:05:00;A;;;41,3;;
2025/03/08 04:15:00;P;;-0,5;41,1;0,0;-1,8
2025/03/08 04:20:00;A;;;38,6;;
2025/03/08 04:30:00;P;;-0,3;38,4;0,0;-1,4
2025/03/08 04:40:00;A;;;36,9;;
2025/03/08 04:45:00;P;;-0,5;37,3;0,0;-1,5
2025/03/08 04:50:00;A;;;35,5;;
2025/03/08 04:55:00;A;;;30,3;;
2025/03/08 05:00:00;A;;-0,3;31,8;0,0;-1,2
2025/03/08 05:00:01;P;;;31,8;;
2025/03/08 05:05:00;A;;;46,6;;
2025/03/08 05:10:00;A;;;48,2;;
2025/03/08 05:15:00;A;;-0,3;45,8;0,0;-1,6
2025/03/08 05:15:01;P;;;45,8;;
2025/03/08 05:20:00;A;;;49,3;;
2025/03/08 05:30:00;P;;-0,3;48,8;0,0;-1,6
2025/03/08 05:35:00;A;;;50,0;;
2025/03/08 05:45:00;A;;-0,3;47,7;0,0;-1,3
2025/03/08 05:45:01;P;;;47,7;;
2025/03/08 05:50:00;A;;;46,3;;
2025/03/08 06:00:00;A;;-0,4;42,4;0,0;-1,2
2025/03/08 06:00:01;P;;;42,4;;
2025/03/08 06:05:00;A;;;71,1;;-2,2
2025/03/08 06:15:00;A;;-0,5;68,1;0,0;-1,9
2025/03/08 06:15:01;P;;;68,1;;
2025/03/08 06:25:00;A;;;66,5;;
2025/03/08 06:30:00;A;;-0,5;42,2;0,0;-0,9
2025/03/08 06:30:01;P;;;42,2;;-0,9
2025/03/08 06:35:00;A;;;39,5;;
2025/03/08 06:40:00;A;;;33,5;;
2025/03/08 06:45:00;A;;-0,6;31,0;0,0;0,5
2025/03/08 06:45:01;P;;;31,0;;0,5
2025/03/08 06:55:00;A;;;24,2;;
2025/03/08 07:00:00;A;;-0,3;25,8;0,0;0,6
2025/03/08 07:00:01;P;;;25,8;;
2025/03/08 07:05:00;A;;;32,5;;
2025/03/08 07:10:00;A;;;27,1;;
2025/03/08 07:15:00;A;;-0,1;23,0;0,0;2,2
2025/03/08 07:15:01;P;;;23,0;;2,2
2025/03/08 07:20:00;A;;4,4;0,0;24,6;4,4
2025/03/08 07:25:00;A;;;;32,2;
2025/03/08 07:30:00;A;;4,8;0,0;42,0;4,4
2025/03/08 07:30:01;P;;;;42,0;
2025/03/08 07:35:00;A;;5,9;;;
2025/03/08 07:40:00;A;;;;52,3;
2025/03/08 07:45:00;A;;6,1;0,0;56,5;5,0
2025/03/08 07:45:01;P;;;;56,5;
2025/03/08 07:55:00;A;;;;53,2;
2025/03/08 08:00:00;P;;6,2;0,0;53,2;4,8
2025/03/08 08:05:00;A;;;;58,2;
2025/03/08 08:10:00;A;;;;61,9;
2025/03/08 08:15:00;A;;7,4;0,0;66,3;5,8
2025/03/08 08:15:01;P;;7,4;;66,3;
2025/03/08 08:20:00;A;;;;60,8;
2025/03/08 08:25:00;A;;;;64,0;
2025/03/08 08:30:00;A;;6,9;0,0;62,6;5,5
2025/03/08 08:30:01;P;;;;62,6;
2025/03/08 08:35:00;A;;8,1;;68,7;
2025/03/08 08:40:00;A;;;;64,8;
2025/03/08 08:45:00;A;;8,2;0,0;71,5;5,7
2025/03/08 08:45:01;P;;;;71,5;
2025/03/08 08:50:00;A;;;;80,1;
2025/03/08 08:55:00;A;;;;75,4;
2025/03/08 09:00:00;A;;7,9;0,0;72,9;5,8
2025/03/08 09:00:01;P;;;;72,9;
2025/03/08 09:05:00;A;;;;80,1;
2025/03/08 09:10:00;A;;5,4;;20,1;4,2
2025/03/08 09:15:00;A;;6,5;0,0;16,5;4,8
2025/03/08 09:15:01;P;;6,5;;16,5;
2025/03/08 09:25:00;A;;;;19,2;
2025/03/08 09:30:00;A;;6,6;0,0;20,4;5,2
2025/03/08 09:30:01;P;;;;20,4;
2025/03/08 09:35:00;A;;;;13,1;
2025/03/08 09:40:00;A;;;;15,1;
2025/03/08 09:45:00;A;;6,1;0,0;18,2;5,0
2025/03/08 09:45:01;P;;;;18,2;
2025/03/08 09:50:00;A;;;;10,5;
2025/03/08 09:55:00;A;;;;6,6;
2025/03/08 10:00:00;A;;6,0;0,0;10,5;4,9
2025/03/08 10:00:01;P;;;;10,5;
2025/03/08 10:05:00;A;;;;7,8;
2025/03/08 10:10:00;A;;4,8;;5,2;
2025/03/08 10:15:00;P;;5,3;0,0;6,1;4,4
2025/03/08 10:20:00;A;;;;8,3;
2025/03/08 10:25:00;A;;;;2,6;
2025/03/08 10:30:00;A;;2,1;3,8;0,0;3,7
2025/03/08 10:30:01;P;;2,1;3,8;0,0;
2025/03/08 10:40:00;A;;;5,8;;
2025/03/08 10:45:00;A;;0,6;7,4;0,0;3,2
2025/03/08 10:45:01;P;;0,6;7,4;;
2025/03/08 10:50:00;A;;;10,3;;
2025/03/08 10:55:00;A;;;6,6;;
2025/03/08 11:00:00;A;;-0,1;9,3;0,0;1,5
2025/03/08 11:00:01;P;;;9,3;;1,5
2025/03/08 11:05:00;A;;;7,7;;3,2
2025/03/08 11:10:00;A;;;10,5;;
2025/03/08 11:15:00;A;;-0,1;12,5;0,0;2,6
2025/03/08 11:15:01;P;;;12,5;;
2025/03/08 11:20:00;A;;;9,3;;
2025/03/08 11:25:00;A;;;10,6;;
2025/03/08 11:30:00;A;;-0,2;13,6;0,0;2,2
2025/03/08 11:30:01;P;;;13,6;;
2025/03/08 11:40:00;A;;;15,2;;
2025/03/08 11:45:00;A;;-0,3;17,1;0,0;1,3
2025/03/08 11:45:01;P;;;17,1;;
2025/03/08 11:50:00;A;;;20,7;;
2025/03/08 11:55:00;A;;;18,2;;
2025/03/08 12:00:00;P;;-0,1;17,2;0,0;1,4
2025/03/08 12:10:00;A;;;15,5;;
2025/03/08 12:15:00;P;;-0,1;16,2;0,0;1,4
2025/03/08 12:20:00;A;;;19,1;;
2025/03/08 12:30:00;A;;-0,1;21,9;0,0;2,1
2025/03/08 12:30:01;P;;;21,9;;
2025/03/08 12:35:00;A;;;17,4;;
2025/03/08 12:40:00;A;;;21,5;;
2025/03/08 12:45:00;A;;0,0;19,2;0,0;1,8
2025/03/08 12:45:01;P;;;19,2;;
2025/03/08 12:50:00;A;;;20,3;;
2025/03/08 12:55:00;A;;;18,5;;
2025/03/08 13:00:00;P;;-0,1;18,7;0,0;2,6
2025/03/08 13:10:00;A;;;21,0;;1,5
2025/03/08 13:15:00;P;;-0,2;20,4;0,0;1,8
2025/03/08 13:25:00;A;;;22,3;;
2025/03/08 13:30:00;A;;0,0;19,9;0,0;2,1
2025/03/08 13:30:01;P;;;19,9;;
2025/03/08 13:45:00;P;;-0,3;20,4;0,0;2,1
2025/03/08 13:50:00;A;;;25,3;;
2025/03/08 13:55:00;A;;;23,0;;
2025/03/08 14:00:00;A;;0,0;21,7;0,0;2,3
2025/03/08 14:00:01;P;;;21,7;;
2025/03/08 14:05:00;A;;;23,1;;
2025/03/08 14:10:00;A;;;27,3;;
2025/03/08 14:15:00;A;;-0,3;28,6;0,0;1,6
2025/03/08 14:15:01;P;;;28,6;;
2025/03/08 14:25:00;A;;;26,6;;
2025/03/08 14:30:00;A;;-0,1;25,2;0,0;2,1
2025/03/08 14:30:01;P;;;25,2;;
2025/03/08 14:35:00;A;;2,9;22,5;;3,7
2025/03/08 14:45:00;A;;2,2;26,8;0,0;3,4
2025/03/08 14:45:01;P;;;26,8;;
2025/03/08 14:50:00;A;;3,9;17,7;;
2025/03/08 14:55:00;A;;2,5;27,5;;
2025/03/08 15:00:00;P;;2,5;27,6;0,0;3,7
2025/03/08 15:05:00;A;;1,2;28,7;;
2025/03/08 15:15:00;P;;1,1;29,0;0,0;3,3
2025/03/08 15:20:00;A;;;27,5;;
2025/03/08 15:25:00;A;;;29,4;;
2025/03/08 15:30:00;A;;0,2;31,4;0,0;2,9
2025/03/08 15:30:01;P;;;31,4;;
2025/03/08 15:35:00;A;;;40,9;;-0,3
2025/03/08 15:40:00;A;;;38,1;;
2025/03/08 15:45:00;A;;-0,5;35,5;0,0;0,5
2025/03/08 15:45:01;P;;;35,5;;
2025/03/08 15:50:00;A;;;38,3;;
2025/03/08 16:00:00;A;;-0,4;35,6;0,0;0,7
2025/03/08 16:00:01;P;;;35,6;;
2025/03/08 16:05:00;A;;;36,9;;
2025/03/08 16:10:00;A;;;34,1;;
2025/03/08 16:15:00;A;;-0,6;38,5;0,0;0,5
2025/03/08 16:15:01;P;;;38,5;;
2025/03/08 16:20:00;A;;;35,2;;
2025/03/08 16:25:00;A;;;38,0;;
