Date-time;Type;Metadato grafico storico;SER008/11-RIL002 - S Pietro - Portata uscita Città Vecchia (l/s);SER008/11-RIL002 - S Pietro - Portata ingresso serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita serb. S. Pietro (l/s);SER008/11-RIL002 - S Pietro - Portata uscita Prato Volpe (l/s)
2025/03/10 11:30:00;A;;-0,1;15,5;0,0;1,8
2025/03/10 11:30:01;P;;;15,5;;
2025/03/10 11:35:00;A;;;19,6;;
2025/03/10 11:45:00;A;;-0,5;21,9;0,0;1,1
2025/03/10 11:45:01;P;;;21,9;;
2025/03/10 11:50:00;A;;;16,5;;
2025/03/10 11:55:00;A;;;18,8;;
2025/03/10 12:00:00;A;;-0,4;19,1;0,0;2,7
2025/03/10 12:00:01;P;;;;;2,7
2025/03/10 12:05:00;A;;;15,2;;
2025/03/10 12:10:00;A;;;17,7;;
2025/03/10 12:15:00;A;;0,4;15,5;0,0;2,7
2025/03/10 12:15:01;P;;;15,5;;
2025/03/10 12:20:00;A;;;13,1;;
2025/03/10 12:25:00;A;;;10,5;;
2025/03/10 12:30:00;P;;0,9;10,5;0,0;3,3
2025/03/10 12:35:00;A;;;11,6;;
2025/03/10 12:40:00;A;;;13,0;;
2025/03/10 12:45:00;A;;1,1;10,5;0,0;2,9
2025/03/10 12:45:01;P;;;10,5;;
2025/03/10 12:50:00;A;;;12,1;;
2025/03/10 12:55:00;A;;;9,8;;
2025/03/10 13:00:00;P;;1,9;10,4;0,0;3,4
2025/03/10 13:05:00;A;;;6,4;;
2025/03/10 13:10:00;A;;0,7;12,2;;
2025/03/10 13:15:00;A;;0,5;13,4;0,0;2,8
2025/03/10 13:15:01;P;;;13,4;;
2025/03/10 13:20:00;A;;;18,4;;1,8
2025/03/10 13:25:00;A;;;13,4;;3,1
2025/03/10 13:30:00;P;;1,3;13,0;0,0;3,1
2025/03/10 13:35:00;A;;;10,0;;
2025/03/10 13:40:00;A;;;15,7;;
2025/03/10 13:45:00;A;;0,8;13,5;0,0;3,2
2025/03/10 13:45:01;P;;;13,5;;
2025/03/10 13:50:00;A;;1,8;11,8;;
2025/03/10 13:55:00;A;;;13,8;;
2025/03/10 14:00:00;A;;1,4;17,2;0,0;3,4
2025/03/10 14:00:01;P;;;17,2;;
2025/03/10 14:05:00;A;;;13,3;;
2025/03/10 14:10:00;A;;;21,1;;
2025/03/10 14:15:00;A;;2,9;6,1;0,0;3,8
2025/03/10 14:15:01;P;;2,9;6,1;;
2025/03/10 14:25:00;A;;1,7;8,9;;
2025/03/10 14:30:00;A;;1,0;7,2;0,0;3,1
2025/03/10 14:30:01;P;;;7,2;;
2025/03/10 14:35:00;A;;5,5;4,1;;4,6
2025/03/10 14:40:00;A;;;6,5;;
2025/03/10 14:45:00;A;;5,9;2,6;0,0;4,9
2025/03/10 14:45:01;P;;;2,6;;
2025/03/10 15:00:00;A;;2,7;26,3;0,0;3,3
2025/03/10 15:00:01;P;;2,7;26,3;;3,3
2025/03/10 15:05:00;A;;;23,4;;
2025/03/10 15:10:00;A;;;22,0;;
2025/03/10 15:15:00;A;;1,1;24,3;0,0;3,4
2025/03/10 15:15:01;P;;1,1;24,3;;
2025/03/10 15:20:00;A;;;26,2;;
2025/03/10 15:25:00;A;;;24,1;;
2025/03/10 15:30:00;P;;1,9;24,7;0,0;3,4
2025/03/10 15:35:00;A;;-0,3;32,9;;0,2
2025/03/10 15:40:00;A;;;35,2;;
2025/03/10 15:45:00;A;;-0,5;38,4;0,0;-0,4
2025/03/10 15:45:01;P;;;38,4;;
2025/03/10 15:50:00;A;;;33,6;;
2025/03/10 15:55:00;A;;;36,7;;
2025/03/10 16:00:00;P;;-0,5;36,9;0,0;0,0
2025/03/10 16:05:00;A;;;33,5;;
2025/03/10 16:15:00;A;;-0,4;34,7;0,0;0,3
2025/03/10 16:15:01;P;;;34,7;;
2025/03/10 16:20:00;A;;;30,7;;
2025/03/10 16:25:00;A;;;34,6;;
2025/03/10 16:30:00;A;;-0,3;30,9;0,0;0,6
2025/03/10 16:30:01;P;;;30,9;;
2025/03/10 16:35:00;A;;;35,1;;
2025/03/10 16:40:00;A;;;31,9;;
2025/03/10 16:45:00;P;;-0,2;32,2;0,0;0,5
2025/03/10 16:50:00;A;;;29,1;;
2025/03/10 17:00:00;P;;-0,3;28,3;0,0;1,4
2025/03/10 17:05:00;A;;;30,0;;
2025/03/10 17:10:00;A;;;33,2;;
2025/03/10 17:15:00;A;;-0,5;30,7;0,0;0,9
2025/03/10 17:15:01;P;;;30,7;;
2025/03/10 17:25:00;A;;;27,5;;
2025/03/10 17:30:00;A;;-0,4;30,9;0,0;1,2
2025/03/10 17:30:01;P;;;30,9;;
2025/03/10 17:35:00;A;;;29,5;;
2025/03/10 17:45:00;A;;-0,2;25,2;0,0;2,8
2025/03/10 17:45:01;P;;;25,2;;2,8
2025/03/10 17:50:00;A;;;22,6;;
2025/03/10 17:55:00;A;;;21,6;;
2025/03/10 18:00:00;A;;1,0;19,4;0,0;3,4
2025/03/10 18:00:01;P;;1,0;19,4;;
2025/03/10 18:05:00;A;;;21,1;;
2025/03/10 18:10:00;A;;;19,9;;
2025/03/10 18:15:00;A;;0,5;21,8;0,0;2,9
2025/03/10 18:15:01;P;;;21,8;;
2025/03/10 18:20:00;A;;4,9;0,0;25,8;4,6
2025/03/10 18:25:00;A;;;;33,6;
2025/03/10 18:30:00;A;;5,6;0,0;41,6;4,5
2025/03/10 18:30:01;P;;;;41,6;
2025/03/10 18:35:00;A;;;;39,6;
2025/03/10 18:40:00;A;;6,6;;52,2;
2025/03/10 18:45:00;A;;5,3;0,0;42,6;4,5
2025/03/10 18:45:01;P;;5,3;;42,6;
2025/03/10 18:50:00;A;;;;48,3;
2025/03/10 19:00:00;A;;6,1;0,0;51,3;4,9
2025/03/10 19:00:01;P;;;;51,3;
2025/03/10 19:05:00;A;;;;47,5;
2025/03/10 19:10:00;A;;;;51,3;
2025/03/10 19:15:00;A;;6,0;0,0;49,1;4,9
2025/03/10 19:15:01;P;;;;49,1;
2025/03/10 19:20:00;A;;;;53,5;
2025/03/10 19:25:00;A;;;;51,8;
2025/03/10 19:30:00;P;;5,7;0,0;51,1;4,5
2025/03/10 19:35:00;A;;;;54,7;
2025/03/10 19:40:00;A;;;;45,0;
2025/03/10 19:45:00;A;;6,5;0,0;49,0;4,8
2025/03/10 19:45:01;P;;;;49,0;
2025/03/10 19:50:00;A;;;;51,4;
2025/03/10 19:55:00;A;;;;47,6;
2025/03/10 20:00:00;A;;6,3;0,0;53,6;4,6
2025/03/10 20:00:01;P;;;;53,6;
2025/03/10 20:05:00;A;;8,9;;95,7;6,0
2025/03/10 20:10:00;A;;;;93,1;
2025/03/10 20:15:00;P;;8,8;0,0;93,2;5,8
2025/03/10 20:20:00;A;;5,7;;39,2;4,6
2025/03/10 20:30:00;A;;5,2;0,0;31,6;4,2
2025/03/10 20:30:01;P;;;;31,6;
2025/03/10 20:40:00;A;;;;29,6;
2025/03/10 20:45:00;A;;4,3;0,0;24,9;4,0
2025/03/10 20:45:01;P;;;;24,9;
2025/03/10 20:50:00;A;;;;18,1;
2025/03/10 20:55:00;A;;;;13,3;
2025/03/10 21:00:00;A;;2,8;0,0;9,7;3,5
2025/03/10 21:00:01;P;;2,8;;9,7;
2025/03/10 21:05:00;A;;7,3;;68,6;5,3
2025/03/10 21:15:00;A;;6,4;0,0;63,9;5,2
2025/03/10 21:15:01;P;;;;63,9;
2025/03/10 21:25:00;A;;;;59,9;
2025/03/10 21:30:00;A;;5,9;0,0;57,7;4,8
2025/03/10 21:30:01;P;;;;57,7;
2025/03/10 21:35:00;A;;;;61,3;
2025/03/10 21:40:00;A;;;;63,3;
2025/03/10 21:45:00;A;;5,9;0,0;57,7;4,7
2025/03/10 21:45:01;P;;;;57,7;
2025/03/10 21:50:00;A;;;;52,1;
2025/03/10 22:00:00;A;;5,6;0,0;47,3;4,6
2025/03/10 22:00:01;P;;;;47,3;
2025/03/10 22:05:00;A;;;;46,0;
2025/03/10 22:10:00;A;;;;43,2;
2025/03/10 22:15:00;A;;4,1;0,0;38,9;4,1
2025/03/10 22:15:01;P;;4,1;;38,9;
2025/03/10 22:20:00;A;;3,1;;33,6;
2025/03/10 22:25:00;A;;;;34,9;
2025/03/10 22:30:00;A;;2,6;0,0;28,6;3,5
2025/03/10 22:30:01;P;;;;28,6;
2025/03/10 22:35:00;A;;;;26,3;
2025/03/10 22:40:00;A;;;;23,5;
2025/03/10 22:45:00;A;;0,8;0,0;20,2;2,9
2025/03/10 22:45:01;P;;0,8;;20,2;
2025/03/10 22:50:00;A;;-0,3;;10,8;1,8
2025/03/10 22:55:00;A;;;;13,9;
2025/03/10 23:00:00;A;;0,0;0,0;16,6;2,6
2025/03/10 23:00:01;P;;;;16,6;
2025/03/10 23:05:00;A;;;;8,7;1,3
2025/03/10 23:10:00;A;;;;3,1;
2025/03/10 23:15:00;P;;-0,5;0,0;3,2;0,5
2025/03/10 23:20:00;A;;;3,3;0,0;-1,2
2025/03/10 23:25:00;A;;;1,4;;
2025/03/10 23:30:00;P;;-0,6;1,1;0,0;-0,7
2025/03/10 23:35:00;A;;;5,5;;
2025/03/10 23:40:00;A;;;12,4;;
2025/03/10 23:45:00;A;;-0,3;7,3;0,0;-1,2
2025/03/10 23:45:01;P;;;7,3;;
2025/03/10 23:50:00;A;;;11,9;;
2025/03/11 00:00:00;A;;-0,3;13,3;0,0;-1,2
2025/03/11 00:00:01;P;;;13,3;;
2025/03/11 00:05:00;A;;;15,9;;
2025/03/11 00:10:00;A;;;22,0;;
2025/03/11 00:15:00;A;;-0,4;23,8;0,0;-1,8
2025/03/11 00:15:01;P;;;23,8;;
2025/03/11 00:20:00;A;;;27,0;;
2025/03/11 00:25:00;A;;;30,0;;
2025/03/11 00:30:00;P;;-0,3;29,1;0,0;-2,0
2025/03/11 00:40:00;A;;;32,9;;
2025/03/11 00:45:00;A;;-0,6;34,4;0,0;-2,0
2025/03/11 00:45:01;P;;;34,4;;
2025/03/11 00:50:00;A;;;35,6;;
2025/03/11 01:00:00;A;;-0,4;38,4;0,0;-1,9
2025/03/11 01:00:01;P;;;38,4;;
2025/03/11 01:05:00;A;;;41,4;;
2025/03/11 01:10:00;A;;;38,7;;
2025/03/11 01:15:00;P;;-0,6;38,9;0,0;-1,8
2025/03/11 01:20:00;A;;;37,2;;
2025/03/11 01:25:00;A;;;38,4;;
2025/03/11 01:30:00;P;;-0,4;39,3;0,0;-2,0
2025/03/11 01:35:00;A;;;38,0;;
2025/03/11 01:40:00;A;;;41,3;;
2025/03/11 01:45:00;P;;-0,4;40,8;0,0;-1,8
2025/03/11 01:50:00;A;;;42,3;;
2025/03/11 02:00:00;P;;-0,4;41,6;0,0;-2,1
2025/03/11 02:10:00;A;;;40,0;;
2025/03/11 02:15:00;A;;-0,6;47,4;0,0;-2,0
2025/03/11 02:15:01;P;;;47,4;;
2025/03/11 02:20:00;A;;;46,3;;
2025/03/11 02:25:00;A;;;49,1;;
2025/03/11 02:30:00;P;;-0,5;49,9;0,0;-2,3
2025/03/11 02:35:00;A;;;47,8;;
2025/03/11 02:40:00;A;;;46,8;;
2025/03/11 02:45:00;P;;-0,3;47,5;0,0;-1,9
2025/03/11 02:50:00;A;;;48,7;;
2025/03/11 02:55:00;A;;;46,1;;
2025/03/11 03:00:00;A;;-0,3;48,1;0,0;-1,9
2025/03/11 03:00:01;P;;;48,1;;
2025/03/11 03:15:00;P;;-0,4;48,2;0,0;-1,9
2025/03/11 03:20:00;A;;;45,6;;
2025/03/11 03:25:00;A;;;49,1;;
2025/03/11 03:30:00;P;;-0,5;48,4;0,0;-2,0
2025/03/11 03:40:00;A;;;46,0;;
2025/03/11 03:45:00;A;;-0,6;43,6;0,0;-1,5
2025/03/11 03:45:01;P;;;43,6;;
2025/03/11 03:50:00;A;;;47,1;;
2025/03/11 04:00:00;A;;-0,4;44,6;0,0;-1,4
2025/03/11 04:00:01;P;;;44,6;;
2025/03/11 04:05:00;A;;;31,9;;
2025/03/11 04:10:00;A;;;29,5;;
2025/03/11 04:15:00;A;;-0,3;30,9;0,0;-1,0
2025/03/11 04:15:01;P;;;30,9;;
2025/03/11 04:20:00;A;;;41,1;;
2025/03/11 04:25:00;A;;;35,1;;
2025/03/11 04:30:00;A;;-0,3;36,5;0,0;-1,1
2025/03/11 04:30:01;P;;;36,5;;
2025/03/11 04:35:00;A;;;35,2;;
2025/03/11 04:45:00;P;;-0,3;35,4;0,0;-0,9
2025/03/11 04:50:00;A;;;32,3;;
2025/03/11 04:55:00;A;;;28,4;;
2025/03/11 05:00:00;P;;-0,5;28,6;0,0;-0,3
2025/03/11 05:05:00;A;;;43,3;;
2025/03/11 05:10:00;A;;;45,0;;
2025/03/11 05:15:00;A;;-0,6;42,2;0,0;-1,1
2025/03/11 05:15:01;P;;;42,2;;
2025/03/11 05:30:00;P;;-0,5;41,3;0,0;-1,2
2025/03/11 05:35:00;A;;;37,2;;
2025/03/11 05:40:00;A;;;38,5;;
2025/03/11 05:45:00;P;;-0,5;38,0;0,0;-0,7
2025/03/11 05:50:00;A;;;33,3;;
2025/03/11 05:55:00;A;;;28,4;;
2025/03/11 06:00:00;A;;-0,6;24,5;0,0;-0,3
2025/03/11 06:00:01;P;;;24,5;;
2025/03/11 06:05:00;A;;;53,6;;
2025/03/11 06:10:00;A;;;48,5;;
2025/03/11 06:15:00;A;;0,7;0,0;10,8;3,2
2025/03/11 06:15:01;P;;0,7;0,0;10,8;3,2
2025/03/11 06:20:00;A;;4,3;;38,9;
2025/03/11 06:25:00;A;;;;40,6;
2025/03/11 06:30:00;A;;5,5;0,0;46,8;4,9
2025/03/11 06:30:01;P;;5,5;;46,8;4,9
2025/03/11 06:35:00;A;;6,6;;63,7;
2025/03/11 06:40:00;A;;;;69,8;
2025/03/11 06:45:00;A;;8,1;0,0;76,5;6,0
2025/03/11 06:45:01;P;;8,1;;76,5;6,0
2025/03/11 06:50:00;A;;;;79,1;
2025/03/11 06:55:00;A;;9,5;;88,4;
2025/03/11 07:00:00;P;;9,5;0,0;89,1;6,3
2025/03/11 07:05:00;A;;;;77,5;
2025/03/11 07:10:00;A;;;;79,7;
2025/03/11 07:15:00;P;;9,6;0,0;80,2;6,3
2025/03/11 07:30:00;A;;8,9;0,0;78,4;5,9
2025/03/11 07:30:01;P;;;;78,4;
2025/03/11 07:35:00;A;;;;73,7;
2025/03/11 07:40:00;A;;;;71,2;
2025/03/11 07:45:00;P;;8,4;0,0;70,5;5,5
2025/03/11 07:50:00;A;;7,2;;65,9;
2025/03/11 07:55:00;A;;;;3,6;
2025/03/11 08:00:00;A;;3,7;1,6;0,0;3,9
2025/03/11 08:00:01;P;;3,7;1,6;0,0;3,9
2025/03/11 08:05:00;A;;5,8;0,0;;
2025/03/11 08:10:00;A;;;;2,9;5,0
2025/03/11 08:15:00;A;;4,0;0,0;0,3;3,7
2025/03/11 08:15:01;P;;4,0;;0,3;3,7
2025/03/11 08:20:00;A;;;4,1;;
2025/03/11 08:25:00;A;;;1,1;;
2025/03/11 08:30:00;A;;3,2;7,0;0,0;3,6
2025/03/11 08:30:01;P;;;7,0;;
2025/03/11 08:35:00;A;;;4,5;;
2025/03/11 08:40:00;A;;;6,0;;
2025/03/11 08:45:00;A;;3,2;1,6;0,0;4,0
2025/03/11 08:45:01;P;;;1,6;;
2025/03/11 08:50:00;A;;;3,3;;
2025/03/11 08:55:00;A;;2,1;8,4;;
2025/03/11 09:00:00;P;;2,1;8,5;0,0;3,0
2025/03/11 09:05:00;A;;;11,8;;
2025/03/11 09:10:00;A;;0,9;;;
2025/03/11 09:15:00;P;;1,5;11,5;0,0;3,3
2025/03/11 09:20:00;A;;;14,3;;
2025/03/11 09:25:00;A;;;10,7;;
2025/03/11 09:30:00;A;;3,4;6,9;0,0;3,9
2025/03/11 09:30:01;P;;3,4;6,9;;
2025/03/11 09:35:00;A;;2,1;8,0;;
2025/03/11 09:40:00;A;;;9,3;;
2025/03/11 09:45:00;A;;0,9;11,3;0,0;3,0
2025/03/11 09:45:01;P;;0,9;11,3;;
2025/03/11 09:50:00;A;;;14,6;;
2025/03/11 09:55:00;A;;;17,6;;
2025/03/11 10:00:00;A;;0,3;14,8;0,0;2,7
2025/03/11 10:00:01;P;;;14,8;;
2025/03/11 10:05:00;A;;6,1;0,0;15,8;4,7
2025/03/11 10:10:00;A;;0,2;16,2;0,0;2,6
2025/03/11 10:15:00;A;;5,3;0,0;4,1;4,5
2025/03/11 10:15:01;P;;5,3;0,0;4,1;4,5
2025/03/11 10:20:00;A;;;;5,1;
2025/03/11 10:25:00;A;;1,7;11,9;0,0;
2025/03/11 10:30:00;A;;0,5;13,4;0,0;3,2
2025/03/11 10:30:01;P;;0,5;13,4;;3,2
2025/03/11 10:40:00;A;;;21,2;;1,8
2025/03/11 10:45:00;A;;0,0;17,2;0,0;3,0
2025/03/11 10:45:01;P;;;17,2;;3,0
2025/03/11 10:50:00;A;;;21,9;;1,9
2025/03/11 10:55:00;A;;2,3;17,7;;3,4
2025/03/11 11:00:00;P;;2,0;16,7;0,0;3,4
2025/03/11 11:05:00;A;;;;;2,4
2025/03/11 11:10:00;A;;-0,4;21,5;;1,3
2025/03/11 11:15:00;A;;-0,6;20,0;0,0;2,0
2025/03/11 11:15:01;P;;;20,0;;
2025/03/11 11:30:00;P;;0,0;20,1;0,0;2,0
2025/03/11 11:35:00;A;;;22,5;;
2025/03/11 11:45:00;A;;0,4;20,0;0,0;2,8
2025/03/11 11:45:01;P;;;20,0;;
2025/03/11 11:50:00;A;;;18,6;;
2025/03/11 11:55:00;A;;;23,0;;
2025/03/11 12:00:00;A;;0,6;18,0;0,0;3,3
2025/03/11 12:00:01;P;;;18,0;;
2025/03/11 12:05:00;A;;;15,4;;
2025/03/11 12:10:00;A;;;18,2;;
2025/03/11 12:15:00;P;;0,1;18,3;0,0;2,9
2025/03/11 12:20:00;A;;1,2;14,1;;
2025/03/11 12:30:00;A;;0,8;17,8;0,0;2,8
2025/03/11 12:30:01;P;;;17,8;;
2025/03/11 12:35:00;A;;;15,7;;
2025/03/11 12:45:00;A;;0,2;20,0;0,0;2,4
2025/03/11 12:45:01;P;;;20,0;;
2025/03/11 12:50:00;A;;;18,2;;
2025/03/11 12:55:00;A;;;20,9;;
2025/03/11 13:00:00;A;;-0,6;22,4;0,0;2,0
2025/03/11 13:00:01;P;;;22,4;;
2025/03/11 13:05:00;A;;2,3;16,3;;3,4
2025/03/11 13:10:00;A;;;14,2;;
2025/03/11 13:15:00;A;;2,4;13,0;0,0;3,4
2025/03/11 13:15:01;P;;;13,0;;
2025/03/11 13:20:00;A;;4,3;8,8;;
2025/03/11 13:25:00;A;;3,0;12,1;;
2025/03/11 13:30:00;P;;2,7;11,5;0,0;3,4
2025/03/11 13:35:00;A;;;10,4;;
2025/03/11 13:40:00;A;;1,7;16,1;;
2025/03/11 13:45:00;A;;3,0;14,7;0,0;3,5
2025/03/11 13:45:01;P;;3,0;14,7;;
2025/03/11 14:00:00;A;;3,0;17,0;0,0;3,5
2025/03/11 14:00:01;P;;;17,0;;
2025/03/11 14:05:00;A;;;14,4;;
2025/03/11 14:10:00;A;;;17,9;;
2025/03/11 14:15:00;A;;0,7;21,1;0,0;3,4
2025/03/11 14:15:01;P;;0,7;21,1;;
2025/03/11 14:20:00;A;;;23,8;;
2025/03/11 14:25:00;A;;;21,5;;
2025/03/11 14:30:00;A;;0,4;22,9;0,0;3,0
2025/03/11 14:30:01;P;;;22,9;;
2025/03/11 14:40:00;A;;;28,1;;1,9
2025/03/11 14:45:00;A;;0,6;23,8;0,0;3,1
2025/03/11 14:45:01;P;;;23,8;;3,1
2025/03/11 14:50:00;A;;;20,8;;
2025/03/11 14:55:00;A;;;24,4;;
2025/03/11 15:00:00;A;;1,4;18,5;0,0;3,7
2025/03/11 15:00:01;P;;;18,5;;
2025/03/11 15:05:00;A;;-0,2;28,5;;1,4
2025/03/11 15:10:00;A;;;47,8;;-0,2
2025/03/11 15:15:00;A;;-0,3;31,8;0,0;0,8
2025/03/11 15:15:01;P;;;31,8;;
2025/03/11 15:20:00;A;;;44,4;;
2025/03/11 15:25:00;A;;;31,8;;2,6
2025/03/11 15:30:00;A;;1,0;29,0;0,0;3,0
2025/03/11 15:30:01;P;;1,0;29,0;;
2025/03/11 15:35:00;A;;2,0;25,4;;
2025/03/11 15:40:00;A;;;23,8;;
2025/03/11 15:45:00;A;;0,0;30,3;0,0;2,3
2025/03/11 15:45:01;P;;0,0;30,3;;
2025/03/11 15:50:00;A;;;28,0;;
2025/03/11 15:55:00;A;;;31,1;;
2025/03/11 16:00:00;A;;-0,3;37,7;0,0;0,6
2025/03/11 16:00:01;P;;;37,7;;0,6
2025/03/11 16:05:00;A;;1,5;10,0;;3,6
2025/03/11 16:10:00;A;;5,0;0,0;6,7;
2025/03/11 16:15:00;A;;5,3;0,0;9,8;4,2
2025/03/11 16:15:01;P;;;;9,8;
2025/03/11 16:20:00;A;;2,1;8,4;0,0;
2025/03/11 16:25:00;A;;-0,4;28,9;;1,3
2025/03/11 16:30:00;P;;0,0;28,1;0,0;1,4
2025/03/11 16:35:00;A;;;29,3;;
2025/03/11 16:40:00;A;;;35,1;;0,1
2025/03/11 16:45:00;A;;-0,3;32,1;0,0;0,4
2025/03/11 16:45:01;P;;;32,1;;
2025/03/11 16:50:00;A;;;30,3;;
2025/03/11 17:00:00;A;;-0,4;32,0;0,0;0,4
2025/03/11 17:00:01;P;;;32,0;;
2025/03/11 17:05:00;A;;;30,6;;
2025/03/11 17:10:00;A;;3,0;0,0;26,6;3,6
2025/03/11 17:15:00;P;;2,9;0,0;26,6;3,3
2025/03/11 17:20:00;A;;;;23,8;
2025/03/11 17:25:00;A;;;;21,8;
2025/03/11 17:30:00;A;;3,7;0,0;28,1;4,0
2025/03/11 17:30:01;P;;;;28,1;
2025/03/11 17:40:00;A;;;;30,7;
2025/03/11 17:45:00;A;;3,6;0,0;36,1;4,0
2025/03/11 17:45:01;P;;;;36,1;
2025/03/11 17:50:00;A;;;;33,5;
2025/03/11 17:55:00;A;;;;35,5;
2025/03/11 18:00:00;A;;4,0;0,0;34,1;3,8
2025/03/11 18:00:01;P;;;;34,1;
2025/03/11 18:05:00;A;;;;42,8;
2025/03/11 18:10:00;A;;;;38,1;
2025/03/11 18:15:00;A;;4,9;0,0;42,4;4,4
2025/03/11 18:15:01;P;;;;42,4;
2025/03/11 18:20:00;A;;;;40,2;
2025/03/11 18:25:00;A;;3,7;;35,9;
2025/03/11 18:30:00;A;;5,1;0,0;47,4;4,5
2025/03/11 18:30:01;P;;5,1;;47,4;
2025/03/11 18:35:00;A;;;;48,7;
2025/03/11 18:40:00;A;;;;50,1;
2025/03/11 18:45:00;A;;6,2;0,0;55,2;4,6
2025/03/11 18:45:01;P;;6,2;;55,2;
2025/03/11 18:50:00;A;;;;52,8;
2025/03/11 19:00:00;A;;6,2;0,0;60,4;5,1
2025/03/11 19:00:01;P;;;;60,4;
2025/03/11 19:05:00;A;;;;55,8;
2025/03/11 19:10:00;A;;;;51,4;
2025/03/11 19:15:00;P;;5,7;0,0;51,9;4,5
2025/03/11 19:25:00;A;;;;55,1;
2025/03/11 19:30:00;P;;5,7;0,0;55,5;4,7
2025/03/11 19:35:00;A;;;;54,3;
2025/03/11 19:40:00;A;;;;52,7;
2025/03/11 19:45:00;A;;3,1;0,0;0,0;3,9
2025/03/11 19:45:01;P;;3,1;;0,0;
2025/03/11 19:50:00;A;;;2,9;;
2025/03/11 19:55:00;A;;;4,4;;
2025/03/11 20:00:00;P;;2,5;3,6;0,0;3,3
2025/03/11 20:05:00;A;;5,7;0,0;41,6;4,4
2025/03/11 20:10:00;A;;;;39,1;
2025/03/11 20:15:00;P;;5,5;0,0;38,7;4,4
2025/03/11 20:25:00;A;;;;37,4;
2025/03/11 20:30:00;A;;5,3;0,0;35,3;3,9
2025/03/11 20:30:01;P;;;;35,3;
2025/03/11 20:35:00;A;;;;33,8;
2025/03/11 20:40:00;A;;;;30,5;
2025/03/11 20:45:00;A;;3,7;0,0;29,1;3,9
2025/03/11 20:45:01;P;;3,7;;29,1;
2025/03/11 20:50:00;A;;;;18,9;
2025/03/11 21:00:00;A;;2,9;0,0;13,0;3,3
2025/03/11 21:00:01;P;;;;13,0;
2025/03/11 21:05:00;A;;7,0;;72,9;5,2
2025/03/11 21:10:00;A;;;;70,3;
2025/03/11 21:15:00;A;;6,5;0,0;66,0;5,1
2025/03/11 21:15:01;P;;;;66,0;
2025/03/11 21:20:00;A;;;;63,8;
2025/03/11 21:25:00;A;;;;60,5;
2025/03/11 21:30:00;A;;5,9;0,0;55,5;4,5
2025/03/11 21:30:01;P;;;;55,5;
2025/03/11 21:35:00;A;;;;56,7;
2025/03/11 21:45:00;A;;5,2;0,0;55,2;4,2
2025/03/11 21:45:01;P;;;;55,2;
2025/03/11 21:50:00;A;;;;56,5;
2025/03/11 21:55:00;A;;;;52,6;
2025/03/11 22:00:00;A;;5,8;0,0;51,5;4,6
2025/03/11 22:00:01;P;;;;51,5;
2025/03/11 22:10:00;A;;;;50,2;
2025/03/11 22:15:00;A;;3,6;0,0;41,2;3,6
2025/03/11 22:15:01;P;;3,6;;41,2;
2025/03/11 22:20:00;A;;;;38,3;
2025/03/11 22:30:00;A;;3,1;0,0;34,7;3,5
2025/03/11 22:30:01;P;;;;34,7;
2025/03/11 22:35:00;A;;;;32,6;
2025/03/11 22:40:00;A;;1,3;;28,3;
2025/03/11 22:45:00;A;;0,4;0,0;23,6;2,9
2025/03/11 22:45:01;P;;;;23,6;
2025/03/11 22:50:00;A;;;;21,8;
2025/03/11 22:55:00;A;;;;14,5;1,8
2025/03/11 23:00:00;A;;-0,1;0,0;16,3;1,8
2025/03/11 23:00:01;P;;;;16,3;
2025/03/11 23:05:00;A;;;;15,0;
2025/03/11 23:10:00;A;;;;16,4;
2025/03/11 23:15:00;A;;0,0;0,0;10,5;1,2
2025/03/11 23:15:01;P;;;;10,5;
2025/03/11 23:20:00;A;;;;2,8;
2025/03/11 23:25:00;A;;;;0,0;-0,7
2025/03/11 23:30:00;A;;-0,4;0,0;1,2;-1,0
2025/03/11 23:30:01;P;;;;1,2;
2025/03/11 23:40:00;A;;;3,8;0,0;
2025/03/11 23:45:00;A;;-0,5;9,9;0,0;-1,6
2025/03/11 23:45:01;P;;;9,9;;
2025/03/11 23:50:00;A;;;8,8;;
2025/03/11 23:55:00;A;;;12,1;;
2025/03/12 00:00:00;A;;-0,3;14,6;0,0;-1,4
2025/03/12 00:00:01;P;;;14,6;;
2025/03/12 00:05:00;A;;;18,8;;
2025/03/12 00:10:00;A;;;21,4;;
2025/03/12 00:15:00;A;;-0,4;22,7;0,0;-1,9
2025/03/12 00:15:01;P;;;22,7;;
2025/03/12 00:20:00;A;;;28,1;;
2025/03/12 00:30:00;A;;-0,4;30,0;0,0;-2,1
2025/03/12 00:30:01;P;;;30,0;;
2025/03/12 00:35:00;A;;;31,2;;
2025/03/12 00:40:00;A;;;34,4;;
2025/03/12 00:45:00;A;;-0,5;36,0;0,0;-2,1
2025/03/12 00:45:01;P;;;36,0;;
2025/03/12 00:50:00;A;;;37,1;;
2025/03/12 00:55:00;A;;;38,6;;
2025/03/12 01:00:00;P;;-0,4;38,3;0,0;-2,0
2025/03/12 01:05:00;A;;;40,8;;
2025/03/12 01:15:00;A;;-0,4;41,8;0,0;-2,0
2025/03/12 01:15:01;P;;;41,8;;
2025/03/12 01:30:00;A;;-0,3;43,8;0,0;-2,1
2025/03/12 01:30:01;P;;;43,8;;
2025/03/12 01:45:00;A;;-0,3;46,3;0,0;-1,9
