Date-time;Type;Metadato grafico storico;SER007 - San Giorgio - Misura livello vasca sinistra (m);SER007 - San Giorgio - Misura livello vasca destra (m);SER007 - San Giorgio - Portata ingresso vasca (l/s);SER007 - San Giorgio - Portata uscita Guncina (l/s);SER007 - San Giorgio - Portata uscita Rafenstein (l/s)
2025/03/04 10:15:00;P;;2,90;2,85;0,0;0,0;0,2
2025/03/04 10:30:00;P;;2,89;2,84;0,0;0,0;0,2
2025/03/04 10:45:00;P;;2,88;2,83;0,0;0,0;0,2
2025/03/04 11:00:00;P;;2,87;2,82;0,0;0,0;0,3
2025/03/04 11:15:00;P;;2,86;2,81;0,0;0,0;0,3
2025/03/04 11:30:00;P;;2,85;2,80;0,0;0,0;0,2
2025/03/04 11:45:00;P;;2,84;2,79;0,0;0,0;0,3
2025/03/04 11:50:00;A;;;;;0,5;0,5
2025/03/04 11:55:00;A;;;;;0,0;
2025/03/04 12:00:00;A;;2,82;2,78;0,0;0,0;0,2
2025/03/04 12:00:01;P;;;;;;0,2
2025/03/04 12:10:00;A;;;;;;0,5
2025/03/04 12:15:00;P;;2,82;2,77;0,0;0,0;0,4
2025/03/04 12:25:00;A;;;;;;0,2
2025/03/04 12:30:00;P;;2,81;2,76;0,0;0,0;0,2
2025/03/04 12:45:00;P;;2,80;2,75;0,0;0,0;0,2
2025/03/04 13:00:00;P;;2,79;2,74;0,0;0,0;0,2
2025/03/04 13:15:00;A;;2,77;2,73;0,0;0,0;0,5
2025/03/04 13:15:01;P;;;;;;0,5
2025/03/04 13:20:00;A;;;;;;0,2
2025/03/04 13:30:00;P;;2,77;2,72;0,0;0,0;0,3
2025/03/04 13:35:00;A;;;;;0,8;
2025/03/04 13:45:00;A;;2,75;2,70;0,0;0,5;0,2
2025/03/04 13:45:01;P;;;;;0,5;
2025/03/04 13:50:00;A;;;;;0,0;
2025/03/04 14:00:00;P;;2,74;2,69;0,0;0,0;0,3
2025/03/04 14:15:00;P;;2,73;2,68;0,0;0,0;0,3
2025/03/04 14:30:00;P;;2,72;2,67;0,0;0,0;0,2
2025/03/04 14:45:00;P;;2,71;2,66;0,0;0,0;0,2
2025/03/04 15:00:00;A;;2,70;2,65;0,0;0,0;0,0
2025/03/04 15:00:01;P;;;;;;0,0
2025/03/04 15:10:00;A;;;;;0,5;
2025/03/04 15:15:00;A;;2,69;2,65;0,0;0,5;0,7
2025/03/04 15:15:01;P;;;;;;0,7
2025/03/04 15:20:00;A;;;;;;0,4
2025/03/04 15:30:00;A;;2,68;2,63;0,0;0,5;0,0
2025/03/04 15:30:01;P;;;;;;0,0
2025/03/04 15:45:00;A;;2,67;2,62;0,0;0,8;0,0
2025/03/04 15:45:01;P;;;;;0,8;
2025/03/04 16:00:00;P;;2,65;2,60;0,0;1,0;0,0
2025/03/04 16:15:00;P;;2,63;2,58;0,0;0,8;0,0
2025/03/04 16:30:00;A;;2,61;2,57;0,0;0,7;0,2
2025/03/04 16:30:01;P;;;;;;0,2
2025/03/04 16:45:00;P;;2,60;2,55;0,0;0,7;0,2
2025/03/04 16:55:00;A;;;;;;0,0
2025/03/04 17:00:00;P;;2,59;2,54;0,0;0,8;0,0
2025/03/04 17:05:00;A;;;;;0,6;
2025/03/04 17:10:00;A;;;;;0,0;
2025/03/04 17:15:00;A;;2,58;2,53;0,0;0,0;0,2
2025/03/04 17:15:01;P;;;;;;0,2
2025/03/04 17:20:00;A;;;;;;0,5
2025/03/04 17:30:00;P;;2,56;2,51;0,0;0,0;0,5
2025/03/04 17:35:00;A;;;;;0,7;
2025/03/04 17:40:00;A;;;;;0,5;
2025/03/04 17:45:00;P;;2,55;2,50;0,0;0,5;0,3
2025/03/04 17:55:00;A;;;;;0,7;
2025/03/04 18:00:00;P;;2,54;2,48;0,0;0,6;0,3
2025/03/04 18:05:00;A;;;;;0,0;
2025/03/04 18:15:00;A;;2,52;2,47;0,0;0,5;0,5
2025/03/04 18:15:01;P;;;;;0,5;
2025/03/04 18:20:00;A;;;;;0,7;0,7
2025/03/04 18:25:00;A;;;;;;0,4
2025/03/04 18:30:00;P;;2,50;2,45;0,0;0,9;0,4
2025/03/04 18:40:00;A;;;;;0,6;
2025/03/04 18:44:00;A;;2,55;2,51;;;
2025/03/04 18:45:00;P;;2,56;2,51;0,0;0,6;0,6
2025/03/04 18:52:00;A;;2,61;2,56;;;
2025/03/04 18:59:00;A;;2,66;;;;
2025/03/04 19:00:00;A;;2,67;2,62;0,0;0,7;0,9
2025/03/04 19:00:01;P;;;2,62;;;0,9
2025/03/04 19:08:00;A;;2,72;2,67;;;
2025/03/04 19:15:00;A;;2,77;2,72;0,0;0,7;0,6
2025/03/04 19:15:01;P;;;;;;0,6
2025/03/04 19:22:00;A;;2,82;;;;
2025/03/04 19:23:00;A;;;2,78;;;
2025/03/04 19:25:00;A;;;;;0,0;
2025/03/04 19:29:00;A;;2,88;;;;
2025/03/04 19:30:00;A;;2,87;2,83;0,0;0,0;0,6
2025/03/04 19:30:01;P;;;2,83;;;
2025/03/04 19:35:00;A;;;;;0,6;
2025/03/04 19:37:00;A;;2,93;2,88;;;
2025/03/04 19:44:00;A;;2,98;2,93;;;
2025/03/04 19:45:00;A;;2,98;2,94;0,0;0,0;0,5
2025/03/04 19:45:01;P;;;;;0,0;
2025/03/04 19:55:00;A;;;;;;0,2
2025/03/04 20:00:00;A;;3,02;2,97;0,0;0,6;0,2
2025/03/04 20:00:01;P;;;;;0,6;
2025/03/04 20:15:00;P;;3,01;2,96;0,0;0,5;0,2
2025/03/04 20:25:00;A;;;;;;0,5
2025/03/04 20:30:00;A;;2,99;2,95;0,0;0,0;0,3
2025/03/04 20:30:01;P;;;;;0,0;
2025/03/04 20:45:00;P;;2,98;2,94;0,0;0,0;0,2
2025/03/04 21:00:00;P;;2,97;2,93;0,0;0,0;0,2
2025/03/04 21:15:00;P;;2,97;2,92;0,0;0,0;0,3
2025/03/04 21:25:00;A;;;;;0,5;
2025/03/04 21:30:00;P;;2,96;2,91;0,0;0,6;0,2
2025/03/04 21:35:00;A;;;;;0,0;
2025/03/04 21:45:00;P;;2,95;2,89;0,0;0,0;0,2
2025/03/04 22:00:00;P;;2,93;2,89;0,0;0,0;0,0
2025/03/04 22:15:00;A;;2,93;2,88;0,0;0,0;0,2
2025/03/04 22:15:01;P;;;;;;0,2
2025/03/04 22:20:00;A;;;;;;0,5
2025/03/04 22:30:00;A;;2,92;2,87;0,0;0,0;0,2
2025/03/04 22:30:01;P;;;;;;0,2
2025/03/04 22:45:00;P;;2,91;2,86;0,0;0,0;0,2
2025/03/04 22:55:00;A;;;;;;0,5
2025/03/04 23:00:00;A;;2,90;2,85;0,0;0,0;0,3
2025/03/04 23:00:01;P;;;;;;0,3
2025/03/04 23:10:00;A;;;;;0,5;
2025/03/04 23:15:00;P;;2,88;2,83;0,0;0,5;0,2
2025/03/04 23:20:00;A;;;;;0,0;
2025/03/04 23:30:00;P;;2,87;2,82;0,0;0,0;0,0
2025/03/04 23:45:00;P;;2,86;2,82;0,0;0,0;0,0
2025/03/05 00:00:00;P;;2,87;2,82;0,0;0,0;0,0
2025/03/05 00:15:00;P;;2,86;2,81;0,0;0,0;0,0
2025/03/05 00:30:00;P;;2,85;2,81;0,0;0,0;0,0
2025/03/05 00:45:00;P;;2,87;2,80;0,0;0,0;0,0
2025/03/05 01:00:00;P;;2,84;2,80;0,0;0,0;0,0
2025/03/05 01:15:00;P;;2,84;2,79;0,0;0,0;0,0
2025/03/05 01:30:00;P;;2,84;2,79;0,0;0,0;0,0
2025/03/05 01:45:00;P;;2,83;2,79;0,0;0,0;0,0
2025/03/05 02:00:00;P;;2,83;2,78;0,0;0,0;0,0
2025/03/05 02:15:00;P;;2,83;2,78;0,0;0,0;0,0
2025/03/05 02:30:00;P;;2,82;2,78;0,0;0,0;0,0
2025/03/05 02:45:00;P;;2,82;2,77;0,0;0,0;0,0
2025/03/05 03:00:00;P;;2,82;2,77;0,0;0,0;0,0
2025/03/05 03:15:00;P;;2,81;2,77;0,0;0,0;0,0
2025/03/05 03:30:00;P;;2,81;2,76;0,0;0,0;0,0
2025/03/05 03:45:00;P;;2,81;2,76;0,0;0,0;0,0
2025/03/05 04:00:00;P;;2,80;2,76;0,0;0,0;0,0
2025/03/05 04:15:00;P;;2,81;2,76;0,0;0,0;0,0
2025/03/05 04:30:00;P;;2,80;2,75;0,0;0,0;0,0
2025/03/05 04:45:00;P;;2,79;2,75;0,0;0,0;0,0
2025/03/05 05:00:00;P;;2,79;2,74;0,0;0,0;0,0
2025/03/05 05:15:00;P;;2,79;2,74;0,0;0,0;0,0
2025/03/05 05:30:00;P;;2,79;2,74;0,0;0,0;0,0
2025/03/05 05:40:00;A;;;;;;0,3
2025/03/05 05:45:00;P;;2,78;2,73;0,0;0,0;0,3
2025/03/05 06:00:00;P;;2,77;2,72;0,0;0,0;0,2
2025/03/05 06:15:00;A;;2,76;2,71;0,0;0,7;0,2
2025/03/05 06:15:01;P;;;;;0,7;
2025/03/05 06:30:00;P;;2,74;2,70;0,0;0,6;0,2
2025/03/05 06:35:00;A;;;;;;0,5
2025/03/05 06:40:00;A;;;;;;0,9
2025/03/05 06:45:00;A;;2,72;2,67;0,0;0,8;0,6
2025/03/05 06:45:01;P;;;;;0,8;0,6
2025/03/05 07:00:00;P;;2,70;2,65;0,0;0,8;0,5
2025/03/05 07:05:00;A;;;;;0,5;
2025/03/05 07:15:00;P;;2,68;2,63;0,0;0,6;0,5
2025/03/05 07:30:00;P;;2,66;2,61;0,0;0,5;0,4
2025/03/05 07:35:00;A;;;;;0,0;0,7
2025/03/05 07:45:00;P;;2,63;2,59;0,0;0,0;0,6
2025/03/05 08:00:00;A;;2,62;2,57;0,0;0,6;0,4
2025/03/05 08:00:01;P;;;;;0,6;
2025/03/05 08:10:00;A;;;;;0,0;
2025/03/05 08:15:00;P;;2,61;2,56;0,0;0,0;0,4
2025/03/05 08:20:00;A;;;;;0,6;
2025/03/05 08:30:00;P;;2,59;2,54;0,0;0,7;0,4
2025/03/05 08:45:00;P;;2,57;2,52;0,0;0,5;0,2
2025/03/05 08:50:00;A;;;;;;0,5
2025/03/05 08:55:00;A;;;;;0,7;
2025/03/05 09:00:00;P;;2,55;2,50;0,0;0,8;0,3
2025/03/05 09:15:00;P;;2,52;2,48;0,0;0,7;0,2
2025/03/05 09:30:00;P;;2,52;2,46;0,0;0,5;0,2
2025/03/05 09:45:00;A;;2,50;2,45;0,0;0,0;0,2
2025/03/05 09:45:01;P;;;;;0,0;
2025/03/05 10:00:00;A;;2,56;2,51;0,0;0,0;0,0
2025/03/05 10:00:01;P;;2,56;2,51;;;
2025/03/05 10:07:00;A;;;2,56;;;
2025/03/05 10:08:00;A;;2,62;;;;
2025/03/05 10:10:00;A;;;;;0,6;
2025/03/05 10:15:00;A;;2,66;2,62;0,0;0,7;0,2
2025/03/05 10:15:01;P;;;2,62;;;
2025/03/05 10:23:00;A;;2,72;2,67;;;
2025/03/05 10:30:00;A;;2,76;2,72;0,0;0,5;0,2
2025/03/05 10:30:01;P;;;;;0,5;
2025/03/05 10:35:00;A;;;;;0,0;
2025/03/05 10:38:00;A;;2,82;2,77;;;
2025/03/05 10:45:00;A;;2,87;2,82;0,0;0,0;0,0
2025/03/05 10:45:01;P;;2,87;;;;
2025/03/05 10:52:00;A;;2,92;2,87;;;
2025/03/05 10:59:00;A;;;2,93;;;
2025/03/05 11:00:00;A;;2,98;2,93;0,0;0,5;0,1
2025/03/05 11:00:01;P;;2,98;;;0,5;
2025/03/05 11:07:00;A;;;2,98;;;
2025/03/05 11:08:00;A;;3,03;;;;
2025/03/05 11:15:00;A;;3,03;2,98;0,0;0,0;0,2
2025/03/05 11:15:01;P;;;;;0,0;
2025/03/05 11:30:00;P;;3,02;2,97;0,0;0,0;0,2
2025/03/05 11:45:00;P;;3,01;2,96;0,0;0,0;0,2
2025/03/05 11:55:00;A;;;;;;0,4
2025/03/05 12:00:00;P;;3,00;2,95;0,0;0,0;0,5
2025/03/05 12:10:00;A;;;;;;0,2
2025/03/05 12:15:00;P;;2,99;2,94;0,0;0,0;0,2
2025/03/05 12:25:00;A;;;;;0,5;
2025/03/05 12:30:00;A;;2,98;2,93;0,0;0,0;0,4
2025/03/05 12:30:01;P;;;;;0,0;
2025/03/05 12:35:00;A;;;;;0,5;
2025/03/05 12:45:00;P;;2,96;2,91;0,0;0,5;0,2
2025/03/05 12:55:00;A;;;;;0,0;
2025/03/05 13:00:00;P;;2,95;2,90;0,0;0,0;0,2
2025/03/05 13:15:00;P;;2,94;2,89;0,0;0,0;0,4
2025/03/05 13:25:00;A;;;;;0,5;
2025/03/05 13:30:00;A;;2,93;2,88;0,0;0,5;0,0
2025/03/05 13:30:01;P;;;;;;0,0
2025/03/05 13:45:00;A;;2,92;2,87;0,0;0,0;0,0
2025/03/05 13:45:01;P;;;;;0,0;
2025/03/05 13:55:00;A;;;;;;0,2
2025/03/05 14:00:00;P;;2,91;2,86;0,0;0,0;0,2
2025/03/05 14:10:00;A;;;;;0,5;
2025/03/05 14:15:00;P;;2,90;2,85;0,0;0,5;0,2
2025/03/05 14:25:00;A;;;;;0,0;
2025/03/05 14:30:00;P;;2,89;2,84;0,0;0,0;0,2
2025/03/05 14:45:00;P;;2,88;2,83;0,0;0,0;0,0
2025/03/05 15:00:00;P;;2,87;2,82;0,0;0,0;0,0
2025/03/05 15:15:00;P;;2,87;2,82;0,0;0,0;0,0
2025/03/05 15:25:00;A;;;;;0,7;
2025/03/05 15:30:00;P;;2,85;2,81;0,0;0,7;0,0
2025/03/05 15:35:00;A;;;;;0,0;
2025/03/05 15:40:00;A;;;;;;0,2
2025/03/05 15:45:00;P;;2,84;2,80;0,0;0,0;0,2
2025/03/05 15:55:00;A;;;;;;0,0
2025/03/05 16:00:00;P;;2,83;2,79;0,0;0,0;0,0
2025/03/05 16:15:00;A;;2,83;2,78;0,0;0,0;0,2
2025/03/05 16:15:01;P;;;;;;0,2
2025/03/05 16:30:00;P;;2,82;2,78;0,0;0,0;0,4
2025/03/05 16:35:00;A;;;;;0,5;
2025/03/05 16:45:00;A;;2,80;2,76;0,0;0,8;0,1
2025/03/05 16:45:01;P;;;;;0,8;0,1
2025/03/05 17:00:00;P;;2,78;2,75;0,0;0,6;0,0
2025/03/05 17:15:00;P;;2,78;2,74;0,0;0,6;0,2
2025/03/05 17:25:00;A;;;;;0,9;
2025/03/05 17:30:00;A;;2,76;2,72;0,0;0,9;0,4
2025/03/05 17:30:01;P;;;;;;0,4
2025/03/05 17:35:00;A;;;;;0,6;
2025/03/05 17:40:00;A;;;;;0,0;0,2
2025/03/05 17:45:00;P;;2,74;2,70;0,0;0,0;0,2
2025/03/05 18:00:00;P;;2,73;2,69;0,0;0,0;0,2
2025/03/05 18:05:00;A;;;;;;0,6
2025/03/05 18:10:00;A;;;;;0,6;1,1
2025/03/05 18:15:00;A;;2,71;2,67;0,0;0,6;0,5
2025/03/05 18:15:01;P;;;;;;0,5
2025/03/05 18:30:00;P;;2,70;2,65;0,0;0,6;0,5
2025/03/05 18:35:00;A;;;;;;0,3
2025/03/05 18:45:00;A;;2,68;2,63;0,0;0,6;0,5
2025/03/05 18:45:01;P;;;;;;0,5
2025/03/05 18:55:00;A;;;;;0,0;0,3
2025/03/05 19:00:00;P;;2,67;2,61;0,0;0,0;0,3
2025/03/05 19:10:00;A;;;;;0,6;0,7
2025/03/05 19:15:00;P;;2,65;2,60;0,0;0,6;0,7
2025/03/05 19:20:00;A;;;;;;0,5
2025/03/05 19:30:00;P;;2,63;2,58;0,0;0,7;0,4
2025/03/05 19:45:00;P;;2,60;2,56;0,0;0,7;0,5
2025/03/05 20:00:00;P;;2,58;2,54;0,0;0,7;0,3
2025/03/05 20:05:00;A;;;;;0,5;
2025/03/05 20:10:00;A;;;;;0,0;
2025/03/05 20:15:00;P;;2,57;2,52;0,0;0,0;0,5
2025/03/05 20:20:00;A;;;;;0,5;
2025/03/05 20:25:00;A;;;;;0,0;0,2
2025/03/05 20:30:00;P;;2,56;2,51;0,0;0,0;0,2
2025/03/05 20:45:00;P;;2,54;2,50;0,0;0,0;0,2
2025/03/05 20:50:00;A;;;;;;0,6
2025/03/05 21:00:00;A;;2,54;2,49;0,0;0,0;0,3
2025/03/05 21:00:01;P;;;;;;0,3
2025/03/05 21:05:00;A;;;;;0,7;
2025/03/05 21:15:00;A;;2,52;2,47;0,0;0,0;0,5
2025/03/05 21:15:01;P;;;;;0,0;0,5
2025/03/05 21:30:00;P;;2,51;2,45;0,0;0,0;0,5
2025/03/05 21:40:00;A;;;;;;0,2
2025/03/05 21:45:00;P;;2,51;2,46;0,0;0,0;0,3
2025/03/05 21:52:00;A;;2,57;2,52;;;
2025/03/05 21:59:00;A;;2,62;2,57;;;
2025/03/05 22:00:00;P;;2,62;2,58;0,0;0,0;0,2
2025/03/05 22:07:00;A;;2,68;2,63;;;
2025/03/05 22:14:00;A;;2,74;2,69;;;
2025/03/05 22:15:00;P;;2,74;2,70;0,0;0,0;0,2
2025/03/05 22:20:00;A;;;;;0,5;
2025/03/05 22:22:00;A;;2,80;2,75;;;
2025/03/05 22:29:00;A;;2,85;2,80;;;
2025/03/05 22:30:00;A;;2,86;2,81;0,0;0,0;0,2
2025/03/05 22:30:01;P;;;;;0,0;
2025/03/05 22:37:00;A;;2,91;2,86;;;
2025/03/05 22:44:00;A;;2,97;2,92;;;
2025/03/05 22:45:00;P;;2,97;2,93;0,0;0,0;0,0
2025/03/05 22:52:00;A;;3,03;2,99;;;
2025/03/05 23:00:00;A;;3,04;2,99;0,0;0,0;0,3
2025/03/05 23:00:01;P;;;;;;0,3
2025/03/05 23:15:00;P;;3,03;2,98;0,0;0,0;0,2
2025/03/05 23:25:00;A;;;;;;0,0
2025/03/05 23:30:00;P;;3,02;2,98;0,0;0,0;0,0
2025/03/05 23:45:00;P;;3,01;2,97;0,0;0,0;0,0
2025/03/06 00:00:00;P;;3,01;2,96;0,0;0,0;0,0
2025/03/06 00:15:00;P;;3,01;2,96;0,0;0,0;0,0
2025/03/06 00:30:00;P;;3,01;2,96;0,0;0,0;0,0
2025/03/06 00:45:00;P;;2,99;2,95;0,0;0,0;0,0
2025/03/06 01:00:00;P;;2,99;2,95;0,0;0,0;0,0
2025/03/06 01:15:00;P;;2,99;2,94;0,0;0,0;0,0
2025/03/06 01:30:00;P;;2,98;2,94;0,0;0,0;0,0
2025/03/06 01:45:00;P;;2,98;2,94;0,0;0,0;0,0
2025/03/06 02:00:00;P;;2,98;2,93;0,0;0,0;0,0
2025/03/06 02:15:00;P;;2,97;2,93;0,0;0,0;0,0
2025/03/06 02:30:00;P;;2,98;2,93;0,0;0,0;0,0
2025/03/06 02:45:00;P;;2,97;2,92;0,0;0,0;0,0
2025/03/06 03:00:00;P;;2,96;2,92;0,0;0,0;0,0
2025/03/06 03:15:00;P;;2,96;2,92;0,0;0,0;0,0
2025/03/06 03:30:00;P;;2,96;2,91;0,0;0,0;0,0
2025/03/06 03:45:00;P;;2,96;2,91;0,0;0,0;0,0
2025/03/06 04:00:00;P;;2,95;2,91;0,0;0,0;0,0
2025/03/06 04:15:00;P;;2,94;2,90;0,0;0,0;0,0
2025/03/06 04:30:00;P;;2,95;2,90;0,0;0,0;0,0
2025/03/06 04:45:00;P;;2,94;2,90;0,0;0,0;0,0
2025/03/06 05:00:00;P;;2,94;2,89;0,0;0,0;0,0
2025/03/06 05:15:00;P;;2,94;2,89;0,0;0,0;0,0
2025/03/06 05:30:00;P;;2,93;2,89;0,0;0,0;0,0
2025/03/06 05:45:00;P;;2,92;2,88;0,0;0,0;0,2
2025/03/06 06:00:00;P;;2,92;2,87;0,0;0,0;0,2
2025/03/06 06:15:00;P;;2,91;2,86;0,0;0,0;0,2
2025/03/06 06:20:00;A;;;;;;0,4
2025/03/06 06:30:00;P;;2,90;2,85;0,0;0,0;0,4
2025/03/06 06:40:00;A;;;;;0,5;
2025/03/06 06:45:00;P;;2,88;2,83;0,0;0,6;0,6
2025/03/06 07:00:00;P;;2,86;2,81;0,0;0,5;0,6
2025/03/06 07:10:00;A;;;;;0,8;0,3
2025/03/06 07:15:00;P;;2,84;2,79;0,0;0,7;0,3
2025/03/06 07:30:00;P;;2,82;2,77;0,0;0,7;0,4
2025/03/06 07:40:00;A;;;;;;0,7
2025/03/06 07:45:00;P;;2,80;2,75;0,0;0,7;0,7
2025/03/06 08:00:00;P;;2,77;2,73;0,0;0,7;0,5
2025/03/06 08:10:00;A;;;;;0,5;
2025/03/06 08:15:00;A;;2,76;2,71;0,0;0,0;0,3
2025/03/06 08:15:01;P;;;;;0,0;0,3
2025/03/06 08:30:00;P;;2,74;2,70;0,0;0,0;0,2
2025/03/06 08:45:00;P;;2,73;2,69;0,0;0,0;0,4
2025/03/06 08:50:00;A;;;;;0,5;
2025/03/06 09:00:00;P;;2,71;2,67;0,0;0,5;0,3
2025/03/06 09:15:00;A;;2,71;2,66;0,0;0,0;0,1
2025/03/06 09:15:01;P;;;;;0,0;0,1
2025/03/06 09:30:00;P;;2,70;2,65;0,0;0,0;0,0
2025/03/06 09:40:00;A;;;;;;0,2
2025/03/06 09:45:00;P;;2,69;2,64;0,0;0,0;0,3
2025/03/06 09:50:00;A;;;;;0,6;
2025/03/06 10:00:00;P;;2,68;2,63;0,0;0,5;0,2
2025/03/06 10:05:00;A;;;;;0,0;
2025/03/06 10:15:00;P;;2,66;2,62;0,0;0,0;0,2
2025/03/06 10:30:00;P;;2,66;2,61;0,0;0,0;0,0
2025/03/06 10:35:00;A;;;;;;0,4
2025/03/06 10:45:00;P;;2,65;2,60;0,0;0,0;0,4
2025/03/06 11:00:00;P;;2,64;2,59;0,0;0,0;0,2
2025/03/06 11:05:00;A;;;;;0,5;
2025/03/06 11:15:00;P;;2,62;2,58;0,0;0,5;0,3
2025/03/06 11:25:00;A;;;;;0,0;
2025/03/06 11:30:00;P;;2,61;2,57;0,0;0,0;0,2
2025/03/06 11:45:00;P;;2,60;2,56;0,0;0,0;0,2
2025/03/06 11:50:00;A;;;;;;0,4
2025/03/06 11:55:00;A;;;;;;0,7
2025/03/06 12:00:00;P;;2,59;2,54;0,0;0,0;0,6
2025/03/06 12:05:00;A;;;;;0,6;0,3
2025/03/06 12:15:00;P;;2,58;2,52;0,0;0,6;0,3
2025/03/06 12:25:00;A;;;;;0,0;
2025/03/06 12:30:00;P;;2,56;2,51;0,0;0,0;0,4
2025/03/06 12:45:00;P;;2,55;2,50;0,0;0,0;0,4
2025/03/06 13:00:00;P;;2,54;2,48;0,0;0,0;0,3
2025/03/06 13:05:00;A;;;;;0,5;
2025/03/06 13:10:00;A;;;;;;0,7
2025/03/06 13:15:00;A;;2,51;2,47;0,0;0,0;0,4
2025/03/06 13:15:01;P;;;;;0,0;0,4
2025/03/06 13:20:00;A;;;;;0,5;
2025/03/06 13:25:00;A;;;;;0,0;
2025/03/06 13:30:00;A;;2,50;2,46;0,0;0,5;0,3
2025/03/06 13:30:01;P;;;;;0,5;
2025/03/06 13:40:00;A;;;;;0,0;
2025/03/06 13:45:00;P;;2,50;2,45;0,0;0,0;0,2
2025/03/06 13:52:00;A;;2,55;2,50;;;
2025/03/06 13:59:00;A;;2,60;;;;
2025/03/06 14:00:00;A;;2,60;2,56;0,0;0,6;0,4
2025/03/06 14:00:01;P;;;2,56;;0,6;
2025/03/06 14:08:00;A;;2,66;2,61;;;
2025/03/06 14:15:00;A;;2,70;2,66;0,0;0,9;0,3
2025/03/06 14:15:01;P;;;;;0,9;
2025/03/06 14:20:00;A;;;;;0,0;
2025/03/06 14:23:00;A;;2,76;2,71;;;
2025/03/06 14:30:00;A;;2,80;2,76;0,0;0,6;0,3
2025/03/06 14:30:01;P;;;;;0,6;
2025/03/06 14:38:00;A;;2,86;2,81;;;
2025/03/06 14:45:00;P;;2,86;2,80;0,0;0,6;0,4
2025/03/06 15:00:00;P;;2,83;2,79;0,0;0,6;0,4
2025/03/06 15:15:00;A;;2,82;2,77;0,0;0,0;0,2
2025/03/06 15:15:01;P;;;;;0,0;
2025/03/06 15:20:00;A;;;;;0,5;
2025/03/06 15:25:00;A;;;;;0,9;
2025/03/06 15:30:00;A;;2,80;2,76;0,0;0,9;0,0
2025/03/06 15:30:01;P;;;;;;0,0
2025/03/06 15:35:00;A;;;;;0,0;
2025/03/06 15:45:00;P;;2,79;2,74;0,0;0,0;0,0
2025/03/06 15:50:00;A;;;;;0,4;0,2
2025/03/06 16:00:00;P;;2,78;2,73;0,0;0,5;0,3
2025/03/06 16:05:00;A;;;;;0,8;
2025/03/06 16:15:00;A;;2,76;2,71;0,0;1,1;0,2
2025/03/06 16:15:01;P;;;;;1,1;
2025/03/06 16:30:00;P;;2,74;2,69;0,0;1,2;0,0
2025/03/06 16:40:00;A;;;;;0,8;
2025/03/06 16:45:00;P;;2,72;2,67;0,0;0,8;0,0
2025/03/06 17:00:00;A;;2,70;2,65;0,0;0,8;0,3
2025/03/06 17:00:01;P;;;;;;0,3
2025/03/06 17:10:00;A;;;;;0,6;
2025/03/06 17:15:00;A;;2,68;2,63;0,0;0,0;0,5
2025/03/06 17:15:01;P;;;;;0,0;0,5
2025/03/06 17:20:00;A;;;;;0,5;
2025/03/06 17:30:00;A;;2,66;2,62;0,0;0,0;0,8
2025/03/06 17:30:01;P;;;;;0,0;0,8
2025/03/06 17:35:00;A;;;;;;1,0
2025/03/06 17:40:00;A;;;;;;0,6
2025/03/06 17:45:00;P;;2,64;2,60;0,0;0,0;0,5
2025/03/06 18:00:00;P;;2,63;2,58;0,0;0,0;0,3
2025/03/06 18:15:00;P;;2,62;2,57;0,0;0,0;0,2
2025/03/06 18:20:00;A;;;;;0,5;
2025/03/06 18:25:00;A;;;;;;0,5
2025/03/06 18:30:00;P;;2,61;2,56;0,0;0,5;0,5
2025/03/06 18:35:00;A;;;;;0,0;
2025/03/06 18:45:00;A;;2,59;2,54;0,0;0,5;0,3
2025/03/06 18:45:01;P;;;;;0,5;0,3
2025/03/06 19:00:00;A;;2,57;2,52;0,0;0,0;0,9
2025/03/06 19:00:01;P;;;;;0,0;0,9
2025/03/06 19:05:00;A;;;;;;0,6
2025/03/06 19:10:00;A;;;;;;1,0
2025/03/06 19:15:00;P;;2,56;2,50;0,0;0,0;1,1
2025/03/06 19:20:00;A;;;;;;0,8
2025/03/06 19:25:00;A;;;;;0,4;
2025/03/06 19:30:00;P;;2,53;2,48;0,0;0,5;0,7
2025/03/06 19:35:00;A;;;;;0,0;0,4
2025/03/06 19:40:00;A;;;;;;0,8
2025/03/06 19:45:00;P;;2,51;2,46;0,0;0,0;0,6
2025/03/06 20:00:00;A;;2,49;2,45;0,0;0,5;0,6
2025/03/06 20:00:01;P;;;;;0,5;
2025/03/06 20:05:00;A;;;;;0,0;
2025/03/06 20:07:00;A;;2,55;;;;
2025/03/06 20:08:00;A;;;2,50;;;
2025/03/06 20:14:00;A;;2,60;;;;
2025/03/06 20:15:00;A;;2,61;2,56;0,0;0,0;0,4
2025/03/06 20:15:01;P;;;2,56;;;
2025/03/06 20:22:00;A;;;2,61;;;
2025/03/06 20:23:00;A;;2,66;;;;
2025/03/06 20:29:00;A;;2,71;2,66;;;
2025/03/06 20:30:00;P;;2,72;2,67;0,0;0,0;0,5
2025/03/06 20:37:00;A;;;2,72;;;
2025/03/06 20:38:00;A;;2,78;;;;
2025/03/06 20:44:00;A;;;2,78;;;
2025/03/06 20:45:00;P;;2,83;2,78;0,0;0,0;0,5
2025/03/06 20:50:00;A;;;;;;0,7
2025/03/06 20:53:00;A;;2,89;2,84;;;
2025/03/06 21:00:00;A;;2,94;2,90;0,0;0,0;0,4
2025/03/06 21:00:01;P;;2,94;2,90;;;0,4
