Date-time;Type;Metadato grafico storico;POZ002 - Parma - Misura pressione rete (bar);POZ002 - Parma - Misura portata rete modbus (l/s);POZ002 - Parma - Misura livello falda (m)
2025/03/13 18:49:00;A;;;;9,16
2025/03/13 18:50:00;A;;;38,4;
2025/03/13 18:54:00;A;;;;8,75
2025/03/13 18:55:00;A;;;42,0;9,01
2025/03/13 19:00:00;A;;8,6;39,5;8,97
2025/03/13 19:00:01;P;;;39,5;
2025/03/13 19:05:00;A;;;40,9;
2025/03/13 19:10:00;A;;;41,9;
2025/03/13 19:13:00;A;;;;8,72
2025/03/13 19:14:00;A;;;;9,01
2025/03/13 19:15:00;A;;8,6;42,4;8,78
2025/03/13 19:15:01;P;;;;8,78
2025/03/13 19:16:00;A;;;;9,01
2025/03/13 19:19:00;A;;;;9,23
2025/03/13 19:20:00;A;;;43,6;9,03
2025/03/13 19:25:00;A;;;43,0;
2025/03/13 19:30:00;A;;8,6;42,0;9,00
2025/03/13 19:30:01;P;;;42,0;
2025/03/13 19:35:00;A;;;40,6;
2025/03/13 19:36:00;A;;;;8,63
2025/03/13 19:37:00;A;;;;8,98
2025/03/13 19:40:00;A;;;42,1;
2025/03/13 19:44:00;A;;;;8,69
2025/03/13 19:45:00;A;;8,6;39,6;8,92
2025/03/13 19:45:01;P;;;39,6;8,92
2025/03/13 19:50:00;A;;;36,6;
2025/03/13 19:53:00;A;;;;8,62
2025/03/13 19:54:00;A;;;;8,93
2025/03/13 19:55:00;A;;;38,1;
2025/03/13 20:00:00;A;;8,7;41,4;9,01
2025/03/13 20:00:01;P;;;41,4;
2025/03/13 20:02:00;A;;;;8,77
2025/03/13 20:04:00;A;;;;9,12
2025/03/13 20:05:00;A;;;38,4;
2025/03/13 20:08:00;A;;;;8,87
2025/03/13 20:10:00;A;;;40,8;
2025/03/13 20:11:00;A;;;;9,24
2025/03/13 20:13:00;A;;;;8,87
2025/03/13 20:15:00;A;;8,7;37,3;8,98
2025/03/13 20:15:01;P;;;37,3;
2025/03/13 20:20:00;A;;;41,0;
2025/03/13 20:25:00;A;;;37,6;9,24
2025/03/13 20:27:00;A;;;;8,95
2025/03/13 20:28:00;A;;;;9,23
2025/03/13 20:29:00;A;;;;8,96
2025/03/13 20:30:00;A;;8,6;40,1;8,97
2025/03/13 20:30:01;P;;;40,1;
2025/03/13 20:35:00;A;;;37,6;
2025/03/13 20:40:00;A;;;38,8;
2025/03/13 20:45:00;A;;8,6;35,2;8,91
2025/03/13 20:45:01;P;;;35,2;
2025/03/13 20:55:00;A;;;30,0;
2025/03/13 21:00:00;A;;8,6;30,5;8,86
2025/03/13 21:00:01;P;;;30,5;
2025/03/13 21:01:00;A;;8,0;;8,54
2025/03/13 21:05:00;A;;;0,0;
2025/03/13 21:15:00;P;;7,9;0,0;8,53
2025/03/13 21:30:00;P;;8,0;0,0;8,52
2025/03/13 21:45:00;P;;8,2;0,0;8,53
2025/03/13 22:00:00;P;;8,3;0,0;8,53
2025/03/13 22:15:00;P;;8,2;0,0;8,54
2025/03/13 22:30:00;P;;8,3;0,0;8,52
2025/03/13 22:45:00;P;;8,4;0,0;8,54
2025/03/13 22:57:00;A;;7,0;;
2025/03/13 22:58:00;A;;7,6;;
2025/03/13 23:00:00;P;;7,6;0,0;8,54
2025/03/13 23:08:00;A;;7,8;;
2025/03/13 23:15:00;P;;7,7;0,0;8,53
2025/03/13 23:26:00;A;;8,0;;
2025/03/13 23:28:00;A;;8,7;;
2025/03/13 23:30:00;A;;8,1;0,0;8,52
2025/03/13 23:30:01;P;;8,1;;
2025/03/13 23:45:00;P;;8,1;0,0;8,53
2025/03/14 00:00:00;A;;8,8;0,0;8,53
2025/03/14 00:00:01;P;;8,8;;
2025/03/14 00:02:00;A;;8,1;;
2025/03/14 00:12:00;A;;8,3;;
2025/03/14 00:15:00;P;;8,2;0,0;8,52
2025/03/14 00:30:00;P;;8,4;0,0;8,52
2025/03/14 00:32:00;A;;9,3;;
2025/03/14 00:33:00;A;;8,9;;
2025/03/14 00:34:00;A;;7,7;;
2025/03/14 00:35:00;A;;8,4;;
2025/03/14 00:45:00;P;;8,4;0,0;8,51
2025/03/14 01:00:00;P;;8,5;0,0;8,53
2025/03/14 01:05:00;A;;8,9;;
2025/03/14 01:07:00;A;;8,5;;
2025/03/14 01:15:00;P;;8,5;0,0;8,52
2025/03/14 01:30:00;P;;8,5;0,0;8,52
2025/03/14 01:37:00;A;;8,9;;
2025/03/14 01:39:00;A;;8,5;;
2025/03/14 01:45:00;P;;8,6;0,0;8,52
2025/03/14 02:00:00;P;;8,6;0,0;8,52
2025/03/14 02:09:00;A;;9,2;;
2025/03/14 02:10:00;A;;8,9;;
2025/03/14 02:11:00;A;;7,9;;
2025/03/14 02:12:00;A;;8,5;;
2025/03/14 02:15:00;P;;8,6;0,0;8,53
2025/03/14 02:30:00;P;;8,5;0,0;8,51
2025/03/14 02:42:00;A;;8,9;;
2025/03/14 02:44:00;A;;8,5;;
2025/03/14 02:45:00;P;;8,6;0,0;8,51
2025/03/14 03:00:00;P;;8,5;0,0;8,51
2025/03/14 03:14:00;A;;8,9;;
2025/03/14 03:15:00;P;;8,9;0,0;8,51
2025/03/14 03:16:00;A;;8,6;;
2025/03/14 03:30:00;P;;8,6;0,0;8,50
2025/03/14 03:45:00;P;;8,6;0,0;8,51
2025/03/14 03:46:00;A;;9,2;;
2025/03/14 03:47:00;A;;8,9;;
2025/03/14 03:48:00;A;;8,1;;
2025/03/14 03:49:00;A;;8,6;;
2025/03/14 04:00:00;P;;8,6;0,0;8,51
2025/03/14 04:15:00;P;;8,5;0,0;8,51
2025/03/14 04:19:00;A;;9,0;;
2025/03/14 04:21:00;A;;8,3;;
2025/03/14 04:30:00;P;;8,2;0,0;8,51
2025/03/14 04:45:00;P;;8,3;0,0;8,51
2025/03/14 04:51:00;A;;8,5;;
2025/03/14 04:54:00;A;;8,3;;
2025/03/14 05:00:00;P;;8,1;0,0;8,50
2025/03/14 05:01:00;A;;8,6;;
2025/03/14 05:03:00;A;;;;8,71
2025/03/14 05:04:00;A;;;;8,96
2025/03/14 05:05:00;A;;;19,2;8,45
2025/03/14 05:06:00;A;;;;8,68
2025/03/14 05:10:00;A;;;18,0;
2025/03/14 05:12:00;A;;;;9,06
2025/03/14 05:13:00;A;;;;8,71
2025/03/14 05:15:00;A;;8,7;20,4;8,69
2025/03/14 05:15:01;P;;;20,4;
2025/03/14 05:23:00;A;;9,0;;
2025/03/14 05:24:00;A;;8,8;;8,48
2025/03/14 05:25:00;A;;8,5;25,1;
2025/03/14 05:27:00;A;;;;8,71
2025/03/14 05:30:00;A;;8,7;21,9;8,72
2025/03/14 05:30:01;P;;;21,9;
2025/03/14 05:36:00;A;;;;8,93
2025/03/14 05:37:00;A;;;;8,71
2025/03/14 05:38:00;A;;;;8,48
2025/03/14 05:39:00;A;;;;8,85
2025/03/14 05:40:00;A;;;22,5;8,59
2025/03/14 05:45:00;A;;8,7;24,8;8,68
2025/03/14 05:45:01;P;;;24,8;
2025/03/14 05:50:00;A;;;25,6;
2025/03/14 06:00:00;A;;8,7;28,1;8,80
2025/03/14 06:00:01;P;;;28,1;
2025/03/14 06:05:00;A;;;32,7;
2025/03/14 06:08:00;A;;;;9,12
2025/03/14 06:09:00;A;;;;8,90
2025/03/14 06:10:00;A;;;34,0;
2025/03/14 06:15:00;A;;8,6;39,5;8,96
2025/03/14 06:15:01;P;;;39,5;
2025/03/14 06:20:00;A;;;42,4;
2025/03/14 06:25:00;A;;;44,0;
2025/03/14 06:30:00;A;;8,8;28,2;8,79
2025/03/14 06:30:01;P;;;28,2;
2025/03/14 06:35:00;A;;8,6;33,0;
2025/03/14 06:36:00;A;;;;9,24
2025/03/14 06:37:00;A;;;;8,84
2025/03/14 06:45:00;A;;8,6;37,8;8,91
2025/03/14 06:45:01;P;;;37,8;
2025/03/14 06:50:00;A;;;42,0;
2025/03/14 06:51:00;A;;;;8,71
2025/03/14 06:52:00;A;;;;9,00
2025/03/14 06:55:00;A;;;43,3;
2025/03/14 07:00:00;A;;8,4;45,6;9,03
2025/03/14 07:00:01;P;;;45,6;
2025/03/14 07:02:00;A;;;;8,62
2025/03/14 07:03:00;A;;8,6;;8,91
2025/03/14 07:05:00;A;;;40,9;
2025/03/14 07:10:00;A;;;42,3;
2025/03/14 07:14:00;A;;;;9,42
2025/03/14 07:15:00;A;;8,6;41,6;8,97
2025/03/14 07:15:01;P;;;41,6;8,97
2025/03/14 07:20:00;A;;;;8,59
2025/03/14 07:21:00;A;;;;8,96
2025/03/14 07:30:00;A;;8,6;36,2;8,92
2025/03/14 07:30:01;P;;;36,2;
2025/03/14 07:35:00;A;;;43,3;
2025/03/14 07:40:00;A;;;40,8;
2025/03/14 07:45:00;P;;8,7;41,3;8,98
2025/03/14 07:47:00;A;;;;8,59
2025/03/14 07:48:00;A;;;;8,95
2025/03/14 07:50:00;A;;;38,1;
2025/03/14 07:55:00;A;;;40,4;
2025/03/14 08:00:00;A;;8,6;36,3;8,92
2025/03/14 08:00:01;P;;;36,3;
2025/03/14 08:05:00;A;;;39,1;
2025/03/14 08:10:00;A;;;36,9;
2025/03/14 08:15:00;A;;8,7;35,3;8,90
2025/03/14 08:15:01;P;;;35,3;
2025/03/14 08:20:00;A;;;35,8;
2025/03/14 08:23:00;A;;;;9,34
2025/03/14 08:24:00;A;;;;8,93
2025/03/14 08:25:00;A;;;37,3;
2025/03/14 08:29:00;A;;;;9,31
2025/03/14 08:30:00;A;;8,6;37,1;8,93
2025/03/14 08:30:01;P;;;;8,93
2025/03/14 08:35:00;A;;;38,4;
2025/03/14 08:40:00;A;;;36,3;
2025/03/14 08:45:00;A;;8,6;38,7;8,94
2025/03/14 08:45:01;P;;;38,7;
2025/03/14 08:50:00;A;;;35,9;
2025/03/14 08:55:00;A;;;34,7;
2025/03/14 09:00:00;A;;8,6;34,7;9,28
2025/03/14 09:00:01;P;;;;9,28
2025/03/14 09:01:00;A;;;;8,89
2025/03/14 09:05:00;A;;;37,4;
2025/03/14 09:10:00;A;;;36,6;
2025/03/14 09:15:00;A;;8,6;37,5;8,95
2025/03/14 09:15:01;P;;;37,5;
2025/03/14 09:16:00;A;;;;8,72
2025/03/14 09:17:00;A;;;;8,93
2025/03/14 09:20:00;A;;;34,4;
2025/03/14 09:25:00;A;;;37,8;
2025/03/14 09:29:00;A;;;;8,68
2025/03/14 09:30:00;A;;8,5;38,9;8,93
2025/03/14 09:30:01;P;;;38,9;8,93
2025/03/14 09:35:00;A;;;43,3;
2025/03/14 09:36:00;A;;8,2;;
2025/03/14 09:38:00;A;;6,1;;8,54
2025/03/14 09:40:00;A;;6,4;0,0;
2025/03/14 09:40:14;S;;6,3;0,0;8,52
2025/03/14 09:41:00;A;;7,8;;
2025/03/14 09:44:00;A;;8,8;;
2025/03/14 09:45:00;A;;8,2;0,0;8,53
2025/03/14 09:45:01;P;;8,2;;
2025/03/14 09:48:36;A;;8,6;10,2;8,66
2025/03/14 09:48:37;S;;8,6;10,2;
2025/03/14 09:50:00;A;;;22,8;
2025/03/14 09:53:00;A;;;;8,88
2025/03/14 09:55:00;A;;;29,7;
2025/03/14 10:00:00;A;;8,7;28,8;8,84
2025/03/14 10:00:01;P;;;28,8;
2025/03/14 10:05:00;A;;;29,6;
2025/03/14 10:10:00;A;;;27,2;
2025/03/14 10:15:00;A;;8,7;26,0;8,80
2025/03/14 10:15:01;P;;;26,0;
2025/03/14 10:17:00;A;;;;9,04
2025/03/14 10:19:00;A;;;;8,65
2025/03/14 10:20:00;A;;;28,2;
2025/03/14 10:25:00;A;;;29,8;
2025/03/14 10:28:00;A;;;;8,90
2025/03/14 10:30:00;P;;8,7;29,8;8,84
2025/03/14 10:40:00;A;;;27,9;
2025/03/14 10:45:00;A;;8,6;29,6;8,83
2025/03/14 10:45:01;P;;;29,6;
2025/03/14 10:52:00;A;;;;8,60
2025/03/14 10:53:00;A;;;;9,19
2025/03/14 10:54:00;A;;;;8,79
2025/03/14 10:58:00;A;;;;9,20
2025/03/14 10:59:00;A;;;;8,83
2025/03/14 11:00:00;P;;8,6;30,0;8,98
2025/03/14 11:01:00;A;;;;8,77
2025/03/14 11:05:00;A;;;28,5;
2025/03/14 11:15:00;A;;8,7;27,8;8,73
2025/03/14 11:15:01;P;;;27,8;
2025/03/14 11:20:00;A;;;30,4;
2025/03/14 11:25:00;A;;;29,5;
2025/03/14 11:30:00;P;;8,8;29,7;8,82
2025/03/14 11:35:00;A;;;29,0;
2025/03/14 11:40:00;A;;;;8,59
2025/03/14 11:41:00;A;;;;8,79
2025/03/14 11:43:00;A;;;;8,35
2025/03/14 11:44:00;A;;;;8,80
2025/03/14 11:45:00;P;;8,6;29,2;8,82
2025/03/14 11:55:00;A;;;30,5;
2025/03/14 12:00:00;A;;8,6;29,5;8,83
2025/03/14 12:00:01;P;;;29,5;
2025/03/14 12:10:00;A;;;28,7;
2025/03/14 12:15:00;P;;8,6;28,2;8,81
2025/03/14 12:20:00;A;;;29,1;
2025/03/14 12:25:00;A;;;27,7;
2025/03/14 12:30:00;A;;8,6;30,4;8,49
2025/03/14 12:30:01;P;;;30,4;8,49
2025/03/14 12:31:00;A;;;;8,87
2025/03/14 12:35:00;A;;;27,4;8,46
2025/03/14 12:36:00;A;;;;8,73
2025/03/14 12:40:00;A;;;29,5;
2025/03/14 12:45:00;A;;8,6;29,5;8,48
2025/03/14 12:45:01;P;;;;8,48
2025/03/14 12:46:00;A;;;;8,81
2025/03/14 12:50:00;A;;;32,2;
2025/03/14 12:55:00;A;;;30,1;
2025/03/14 12:56:00;A;;;;8,60
2025/03/14 12:57:00;A;;;;9,10
2025/03/14 12:58:00;A;;;;8,66
2025/03/14 13:00:00;P;;8,6;30,2;8,83
2025/03/14 13:09:00;A;;;;9,22
2025/03/14 13:10:00;A;;;;8,78
2025/03/14 13:15:00;P;;8,6;30,6;8,83
2025/03/14 13:16:00;A;;;;9,25
2025/03/14 13:17:00;A;;;;8,85
2025/03/14 13:20:00;A;;;32,2;
2025/03/14 13:25:00;A;;;34,8;
2025/03/14 13:26:00;A;;;;8,59
2025/03/14 13:27:00;A;;;;8,81
2025/03/14 13:30:00;A;;8,6;33,2;8,88
2025/03/14 13:30:01;P;;;33,2;
2025/03/14 13:35:00;A;;;34,0;
2025/03/14 13:40:00;A;;;32,4;
2025/03/14 13:45:00;A;;8,6;31,7;8,83
2025/03/14 13:45:01;P;;;31,7;
2025/03/14 13:50:00;A;;;32,8;
2025/03/14 14:00:00;A;;8,6;34,4;8,88
2025/03/14 14:00:01;P;;;34,4;
2025/03/14 14:05:00;A;;;30,6;
2025/03/14 14:10:00;A;;;32,9;
2025/03/14 14:15:00;A;;8,7;30,6;8,67
2025/03/14 14:15:01;P;;;30,6;8,67
2025/03/14 14:20:00;A;;;31,2;8,98
2025/03/14 14:24:00;A;;;;8,54
2025/03/14 14:25:00;A;;;32,7;8,82
2025/03/14 14:30:00;A;;8,6;31,2;8,83
2025/03/14 14:30:01;P;;;31,2;
2025/03/14 14:35:00;A;;;28,6;
2025/03/14 14:39:00;A;;;;9,21
2025/03/14 14:40:00;A;;;27,0;8,65
2025/03/14 14:45:00;A;;8,6;30,0;8,84
2025/03/14 14:45:01;P;;;30,0;
2025/03/14 14:50:00;A;;;29,0;
2025/03/14 14:55:00;A;;;28,1;
2025/03/14 14:58:00;A;;;;9,08
2025/03/14 14:59:00;A;;;;8,80
2025/03/14 15:00:00;A;;8,7;30,3;8,81
2025/03/14 15:00:01;P;;;30,3;
2025/03/14 15:05:00;A;;;27,5;
2025/03/14 15:10:00;A;;;28,3;
2025/03/14 15:15:00;A;;8,7;26,0;8,80
2025/03/14 15:15:01;P;;;26,0;
2025/03/14 15:20:00;A;;;27,9;
2025/03/14 15:30:00;P;;8,7;27,5;8,83
2025/03/14 15:32:00;A;;;;8,47
2025/03/14 15:33:00;A;;;;8,81
2025/03/14 15:35:00;A;;;26,7;
2025/03/14 15:40:00;A;;;28,9;
2025/03/14 15:44:00;A;;;;9,20
2025/03/14 15:45:00;A;;8,6;28,9;8,83
2025/03/14 15:45:01;P;;;;8,83
2025/03/14 15:48:00;A;;;;9,16
2025/03/14 15:49:00;A;;;;8,74
2025/03/14 15:50:00;A;;;26,0;
2025/03/14 16:00:00;A;;8,6;27,6;8,71
2025/03/14 16:00:01;P;;;27,6;
2025/03/14 16:03:00;A;;;;8,34
2025/03/14 16:04:00;A;;;;8,77
2025/03/14 16:05:00;A;;;26,2;
2025/03/14 16:10:00;A;;;24,8;
2025/03/14 16:15:00;A;;8,7;27,7;8,79
2025/03/14 16:15:01;P;;;27,7;
2025/03/14 16:20:00;A;;;26,0;
2025/03/14 16:21:00;A;;;;8,55
2025/03/14 16:22:00;A;;;;8,80
2025/03/14 16:25:00;A;;;27,0;
2025/03/14 16:30:00;A;;8,6;28,3;8,81
2025/03/14 16:30:01;P;;;28,3;
2025/03/14 16:35:00;A;;;27,4;
2025/03/14 16:38:00;A;;;;8,57
2025/03/14 16:39:00;A;;;;8,92
2025/03/14 16:40:00;A;;;25,8;
2025/03/14 16:45:00;A;;8,6;26,4;8,76
2025/03/14 16:45:01;P;;;26,4;
2025/03/14 16:50:00;A;;;29,6;8,43
2025/03/14 16:51:00;A;;;;8,83
2025/03/14 16:55:00;A;;;27,9;
2025/03/14 17:00:00;P;;8,6;27,9;8,76
2025/03/14 17:09:00;A;;;;9,00
2025/03/14 17:10:00;A;;;;8,78
2025/03/14 17:15:00;P;;8,7;27,7;8,59
2025/03/14 17:18:00;A;;;;8,82
2025/03/14 17:20:00;A;;;28,3;
2025/03/14 17:25:00;A;;;28,8;
2025/03/14 17:30:00;P;;8,7;29,2;8,80
2025/03/14 17:33:00;A;;;;9,17
2025/03/14 17:34:00;A;;;;8,83
2025/03/14 17:36:00;A;;;;8,43
2025/03/14 17:37:00;A;;;;8,81
2025/03/14 17:45:00;A;;8,6;30,4;8,82
2025/03/14 17:45:01;P;;;30,4;
2025/03/14 17:46:00;A;;;;8,39
2025/03/14 17:47:00;A;;;;9,08
2025/03/14 17:48:00;A;;;;8,80
2025/03/14 17:50:00;A;;;29,8;
2025/03/14 17:55:00;A;;;31,5;
2025/03/14 18:00:00;A;;8,7;34,2;8,83
2025/03/14 18:00:01;P;;;34,2;
2025/03/14 18:05:00;A;;;35,8;
2025/03/14 18:10:00;A;;;36,4;
2025/03/14 18:15:00;A;;8,6;33,3;9,13
2025/03/14 18:15:01;P;;;33,3;9,13
2025/03/14 18:16:00;A;;;;8,88
2025/03/14 18:20:00;A;;;34,4;
2025/03/14 18:22:00;A;;;;9,26
2025/03/14 18:23:00;A;;;;8,86
2025/03/14 18:27:00;A;;;;8,51
2025/03/14 18:28:00;A;;;;8,89
2025/03/14 18:30:00;A;;8,6;35,4;8,89
2025/03/14 18:30:01;P;;;35,4;
2025/03/14 18:35:00;A;;;34,4;
2025/03/14 18:45:00;A;;8,7;36,3;9,02
2025/03/14 18:45:01;P;;;36,3;
2025/03/14 18:49:00;A;;;;8,78
2025/03/14 18:50:00;A;;;34,6;
2025/03/14 18:55:00;A;;;37,7;
2025/03/14 19:00:00;A;;8,7;38,2;9,07
2025/03/14 19:00:01;P;;;38,2;9,07
2025/03/14 19:02:00;A;;;;8,86
2025/03/14 19:10:00;A;;;39,0;
2025/03/14 19:12:00;A;;;;9,09
2025/03/14 19:15:00;P;;8,6;39,1;8,98
2025/03/14 19:20:00;A;;;37,2;
2025/03/14 19:23:00;A;;;;8,75
2025/03/14 19:25:00;A;;;37,9;9,05
2025/03/14 19:29:00;A;;;;8,84
2025/03/14 19:30:00;A;;8,6;36,2;8,80
2025/03/14 19:30:01;P;;;36,2;
2025/03/14 19:31:00;A;;;;9,02
2025/03/14 19:32:00;A;;;;8,78
2025/03/14 19:39:00;A;;;;9,05
2025/03/14 19:44:00;A;;;;9,26
2025/03/14 19:45:00;A;;8,7;37,5;8,79
2025/03/14 19:45:01;P;;;37,5;8,79
2025/03/14 19:50:00;A;;;35,8;9,07
2025/03/14 19:55:00;A;;;37,3;
2025/03/14 19:57:00;A;;;;8,75
2025/03/14 19:58:00;A;;;;9,29
2025/03/14 19:59:00;A;;;;8,89
2025/03/14 20:00:00;P;;8,7;36,8;8,85
2025/03/14 20:05:00;A;;;37,7;
2025/03/14 20:10:00;A;;;36,0;
2025/03/14 20:15:00;A;;8,6;37,5;9,06
2025/03/14 20:15:01;P;;;37,5;9,06
2025/03/14 20:18:00;A;;;;8,85
2025/03/14 20:20:00;A;;;33,2;9,14
2025/03/14 20:21:00;A;;;;8,90
2025/03/14 20:22:00;A;;;;8,56
2025/03/14 20:23:00;A;;;;8,86
2025/03/14 20:24:00;A;;;;8,65
2025/03/14 20:25:00;A;;;33,7;
2025/03/14 20:28:00;A;;;;8,87
2025/03/14 20:30:00;A;;8,6;31,8;8,85
2025/03/14 20:30:01;P;;;31,8;
2025/03/14 20:35:00;A;;;30,5;
2025/03/14 20:39:00;A;;;;8,62
2025/03/14 20:40:00;A;;;31,3;8,83
2025/03/14 20:41:00;A;;;;9,06
2025/03/14 20:43:00;A;;;;8,82
2025/03/14 20:45:00;A;;8,6;28,7;8,83
2025/03/14 20:45:01;P;;;28,7;
2025/03/14 20:46:00;A;;;;9,19
2025/03/14 20:47:00;A;;;;8,68
2025/03/14 20:50:00;A;;;27,2;
2025/03/14 20:55:00;A;;;28,7;
2025/03/14 20:58:00;A;;;;8,92
2025/03/14 21:00:00;A;;8,6;28,1;8,80
2025/03/14 21:00:01;P;;;28,1;
2025/03/14 21:04:00;A;;;;9,28
2025/03/14 21:05:00;A;;;26,9;8,79
2025/03/14 21:10:00;A;;;25,9;
2025/03/14 21:11:00;A;;;;8,48
2025/03/14 21:14:00;A;;;;8,78
2025/03/14 21:15:00;A;;8,7;21,6;8,73
2025/03/14 21:15:01;P;;;21,6;
2025/03/14 21:20:00;A;;;22,8;
2025/03/14 21:24:00;A;;;;8,93
2025/03/14 21:25:00;A;;;37,3;
2025/03/14 21:26:00;A;;;;8,52
2025/03/14 21:27:00;A;;;;8,88
2025/03/14 21:30:00;A;;8,6;44,2;9,03
2025/03/14 21:30:01;P;;;44,2;
2025/03/14 21:35:00;A;;;45,6;
2025/03/14 21:39:00;A;;;;8,71
2025/03/14 21:40:00;A;;;44,3;9,02
2025/03/14 21:42:00;A;;;;9,28
2025/03/14 21:43:00;A;;;;9,08
2025/03/14 21:44:00;A;;;;9,32
2025/03/14 21:45:00;A;;8,6;44,0;9,03
2025/03/14 21:45:01;P;;;;9,03
2025/03/14 21:50:00;A;;;41,7;8,80
2025/03/14 21:55:00;A;;;43,8;9,02
2025/03/14 22:00:00;A;;8,7;39,5;8,79
2025/03/14 22:00:01;P;;;39,5;8,79
2025/03/14 22:05:00;A;;;40,8;
2025/03/14 22:10:00;A;;;38,0;
2025/03/14 22:15:00;A;;8,6;36,3;8,91
2025/03/14 22:15:01;P;;;36,3;
2025/03/14 22:20:00;A;;;37,1;
2025/03/14 22:25:00;A;;;36,5;
2025/03/14 22:30:00;A;;8,6;33,2;8,88
2025/03/14 22:30:01;P;;;33,2;
2025/03/14 22:35:00;A;;;34,2;
2025/03/14 22:39:00;A;;;;9,27
2025/03/14 22:40:00;A;;;33,2;8,57
2025/03/14 22:41:00;A;;;;8,79
2025/03/14 22:45:00;A;;8,6;32,2;8,87
2025/03/14 22:45:01;P;;;32,2;
2025/03/14 22:50:00;A;;;29,4;9,08
2025/03/14 22:51:00;A;;;;8,77
2025/03/14 22:55:00;A;;;30,6;
2025/03/14 23:00:00;A;;8,6;28,0;8,80
2025/03/14 23:00:01;P;;;28,0;
2025/03/14 23:04:00;A;;;;8,59
2025/03/14 23:05:00;A;;;;8,79
2025/03/14 23:09:00;A;;;;8,48
2025/03/14 23:10:00;A;;;;8,79
2025/03/14 23:13:00;A;;;;8,59
2025/03/14 23:14:00;A;;;;8,80
2025/03/14 23:15:00;A;;8,7;27,4;8,79
2025/03/14 23:15:01;P;;;27,4;
2025/03/14 23:20:00;A;;;26,1;
2025/03/14 23:25:00;A;;;25,5;
2025/03/14 23:30:00;A;;8,7;24,4;8,75
2025/03/14 23:30:01;P;;;24,4;
2025/03/14 23:35:00;A;;;22,0;
2025/03/14 23:40:00;A;;;23,4;8,38
2025/03/14 23:41:00;A;;;;8,72
2025/03/14 23:45:00;A;;8,5;20,4;8,71
2025/03/14 23:45:01;P;;;20,4;
2025/03/14 23:46:00;A;;;;9,06
2025/03/14 23:47:00;A;;;;8,86
2025/03/14 23:50:00;A;;;21,6;
2025/03/14 23:52:00;A;;8,7;;
2025/03/14 23:54:00;A;;;;8,65
2025/03/14 23:55:00;A;;8,5;18,8;
2025/03/14 23:58:00;A;;;;8,88
2025/03/15 00:00:00;A;;8,7;19,0;8,56
2025/03/15 00:00:01;P;;8,7;;8,56
2025/03/15 00:01:00;A;;8,5;;
2025/03/15 00:04:00;A;;;;8,85
2025/03/15 00:05:00;A;;;16,7;
2025/03/15 00:06:00;A;;8,8;;8,57
2025/03/15 00:09:00;A;;;;8,79
2025/03/15 00:12:00;A;;8,5;;
2025/03/15 00:13:00;A;;8,7;;8,56
2025/03/15 00:14:00;A;;8,4;;
2025/03/15 00:15:00;A;;8,7;17,2;8,65
2025/03/15 00:15:01;P;;8,7;;
2025/03/15 00:19:00;A;;;;8,39
2025/03/15 00:20:00;A;;;15,4;8,69
2025/03/15 00:25:00;A;;;12,1;
2025/03/15 00:30:00;P;;8,7;11,6;8,58
2025/03/15 00:40:00;A;;;8,5;
2025/03/15 00:45:00;P;;8,6;8,8;8,56
2025/03/15 00:46:00;A;;;;8,17
2025/03/15 00:47:00;A;;;;8,58
2025/03/15 00:48:00;A;;;;8,92
2025/03/15 00:49:00;A;;;;8,56
2025/03/15 00:54:00;A;;;;8,83
2025/03/15 00:55:00;A;;;6,2;8,53
2025/03/15 01:00:00;A;;8,7;7,0;8,48
2025/03/15 01:00:01;P;;;7,0;
2025/03/15 01:05:00;A;;;5,8;
2025/03/15 01:10:00;A;;;7,6;
2025/03/15 01:15:00;A;;8,7;5,2;8,50
2025/03/15 01:15:01;P;;;5,2;
2025/03/15 01:17:00;A;;;;8,73
2025/03/15 01:18:00;A;;;;8,51
2025/03/15 01:25:00;A;;;3,7;
2025/03/15 01:26:00;A;;;;8,92
2025/03/15 01:27:00;A;;;;8,50
2025/03/15 01:30:00;P;;8,7;3,3;8,46
2025/03/15 01:34:00;A;;;;8,69
2025/03/15 01:35:00;A;;;;8,49
2025/03/15 01:40:00;A;;;0,3;
2025/03/15 01:43:00;A;;;;8,26
2025/03/15 01:45:00;A;;8,6;0,0;8,48
2025/03/15 01:45:01;P;;;;8,48
2025/03/15 01:59:00;A;;8,4;;
2025/03/15 02:00:00;P;;8,5;0,0;8,46
2025/03/15 02:15:00;P;;8,5;0,0;8,46
2025/03/15 02:30:00;P;;8,5;0,0;8,46
2025/03/15 02:45:00;P;;8,6;0,0;8,46
2025/03/15 03:00:00;P;;8,6;0,0;8,45
2025/03/15 03:02:00;A;;;;8,16
2025/03/15 03:03:00;A;;;;8,48
2025/03/15 03:15:00;P;;8,6;0,0;8,44
2025/03/15 03:30:00;P;;8,6;0,0;8,44
2025/03/15 03:35:00;A;;;7,7;
2025/03/15 03:40:00;A;;;8,3;
2025/03/15 03:45:00;P;;8,6;8,3;8,51
2025/03/15 03:46:00;A;;;;8,29
2025/03/15 03:48:00;A;;;;8,51
2025/03/15 03:50:00;A;;;8,9;
2025/03/15 03:56:00;A;;;;8,29
2025/03/15 03:59:00;A;;;;8,52
2025/03/15 04:00:00;A;;8,6;9,7;8,52
2025/03/15 04:00:01;P;;;9,7;
2025/03/15 04:01:00;A;;;;8,30
