Date-time;Type;Metadato grafico storico;POZ005 - Battisti - Misura pressione rete (bar);POZ005 - Battisti - Misura portata rete modbus (l/s);POZ005 - Battisti - Misura livello falda (m)
2025/03/10 11:47:00;A;;;;11,58
2025/03/10 11:48:00;A;;;;11,32
2025/03/10 11:51:00;A;;;;12,85
2025/03/10 11:52:00;A;;;;11,36
2025/03/10 12:00:00;P;;8,7;54,9;11,43
2025/03/10 12:01:00;A;;;;13,00
2025/03/10 12:02:00;A;;;;11,48
2025/03/10 12:04:00;A;;;;11,98
2025/03/10 12:05:00;A;;;;11,46
2025/03/10 12:15:00;A;;8,6;60,6;11,53
2025/03/10 12:15:01;P;;;60,6;
2025/03/10 12:16:00;A;;;;11,33
2025/03/10 12:19:00;A;;;;11,77
2025/03/10 12:20:00;A;;;;11,44
2025/03/10 12:27:00;A;;;;12,36
2025/03/10 12:28:00;A;;;;11,57
2025/03/10 12:29:00;A;;;;11,28
2025/03/10 12:30:00;A;;8,7;62,1;11,48
2025/03/10 12:30:01;P;;;;11,48
2025/03/10 12:45:00;P;;8,6;61,3;11,59
2025/03/10 12:59:00;A;;;;12,02
2025/03/10 13:00:00;A;;8,7;60,5;11,31
2025/03/10 13:00:01;P;;;;11,31
2025/03/10 13:02:00;A;;;;11,54
2025/03/10 13:05:00;A;;;63,8;
2025/03/10 13:15:00;P;;8,7;63,3;11,51
2025/03/10 13:20:00;A;;;58,7;12,03
2025/03/10 13:21:00;A;;;;11,43
2025/03/10 13:30:00;P;;8,7;58,4;11,59
2025/03/10 13:35:00;A;;;66,5;
2025/03/10 13:40:00;A;;;59,2;9,80
2025/03/10 13:41:00;A;;;;11,36
2025/03/10 13:45:00;P;;8,7;61,8;11,48
2025/03/10 13:46:00;A;;;;10,61
2025/03/10 13:47:00;A;;;;11,50
2025/03/10 14:00:00;A;;8,6;57,6;11,52
2025/03/10 14:00:01;P;;;57,6;
2025/03/10 14:08:00;A;;;;11,74
2025/03/10 14:09:00;A;;;;11,40
2025/03/10 14:14:00;A;;;;11,61
2025/03/10 14:15:00;A;;8,7;67,7;11,62
2025/03/10 14:15:01;P;;;67,7;
2025/03/10 14:18:00;A;;;;11,41
2025/03/10 14:23:00;A;;;;11,64
2025/03/10 14:25:00;A;;;63,6;
2025/03/10 14:30:00;P;;8,7;63,9;11,55
2025/03/10 14:34:00;A;;;;11,01
2025/03/10 14:35:00;A;;;;11,55
2025/03/10 14:45:00;A;;8,7;64,6;12,09
2025/03/10 14:45:01;P;;;;12,09
2025/03/10 14:46:00;A;;;;11,70
2025/03/10 14:48:00;A;;;;11,50
2025/03/10 14:53:00;A;;;;11,85
2025/03/10 14:54:00;A;;;;11,62
2025/03/10 14:58:00;A;;;;11,39
2025/03/10 14:59:00;A;;;;11,17
2025/03/10 15:00:00;A;;8,6;51,4;11,38
2025/03/10 15:00:01;P;;;51,4;11,38
2025/03/10 15:04:00;A;;;;11,18
2025/03/10 15:05:00;A;;;47,9;
2025/03/10 15:10:00;A;;;52,4;
2025/03/10 15:11:00;A;;;;9,74
2025/03/10 15:12:00;A;;;;11,33
2025/03/10 15:15:00;P;;8,7;52,8;11,29
2025/03/10 15:20:00;A;;;47,3;
2025/03/10 15:21:00;A;;;;10,81
2025/03/10 15:22:00;A;;;;11,52
2025/03/10 15:23:00;A;;;;11,23
2025/03/10 15:30:00;P;;8,7;46,9;11,15
2025/03/10 15:35:00;A;;;43,0;10,24
2025/03/10 15:36:00;A;;;;11,16
2025/03/10 15:38:00;A;;;;11,57
2025/03/10 15:39:00;A;;;;11,29
2025/03/10 15:43:00;A;;;;12,15
2025/03/10 15:44:00;A;;;;11,24
2025/03/10 15:45:00;A;;8,7;39,6;11,11
2025/03/10 15:45:01;P;;;39,6;
2025/03/10 15:57:00;A;;;;10,74
2025/03/10 15:58:00;A;;;;11,17
2025/03/10 16:00:00;P;;8,7;38,3;11,30
2025/03/10 16:05:00;A;;;41,8;
2025/03/10 16:08:00;A;;;;11,03
2025/03/10 16:10:00;A;;;38,1;11,33
2025/03/10 16:11:00;A;;;;11,13
2025/03/10 16:13:00;A;;;;11,36
2025/03/10 16:14:00;A;;;;11,06
2025/03/10 16:15:00;P;;8,7;39,3;11,15
2025/03/10 16:30:00;P;;8,7;40,7;11,15
2025/03/10 16:45:00;P;;8,7;42,5;11,34
2025/03/10 16:50:00;A;;;48,0;
2025/03/10 17:00:00;P;;8,7;48,7;11,39
2025/03/10 17:03:00;A;;;;10,63
2025/03/10 17:04:00;A;;;;11,93
2025/03/10 17:05:00;A;;;44,8;11,39
2025/03/10 17:09:00;A;;;;11,15
2025/03/10 17:12:00;A;;;;10,95
2025/03/10 17:14:00;A;;;;11,18
2025/03/10 17:15:00;P;;8,7;47,1;11,32
2025/03/10 17:20:00;A;;;;10,70
2025/03/10 17:21:00;A;;;;11,27
2025/03/10 17:22:00;A;;;;10,81
2025/03/10 17:23:00;A;;;;11,38
2025/03/10 17:25:00;A;;;51,1;
2025/03/10 17:30:00;P;;8,7;48,5;11,36
2025/03/10 17:33:00;A;;;;11,09
2025/03/10 17:34:00;A;;;;11,57
2025/03/10 17:35:00;A;;;;11,35
2025/03/10 17:36:00;A;;;;11,04
2025/03/10 17:38:00;A;;;;11,31
2025/03/10 17:45:00;P;;8,6;51,4;11,47
2025/03/10 17:50:00;A;;;58,1;
2025/03/10 17:52:00;A;;;;11,22
2025/03/10 17:53:00;A;;;;11,52
2025/03/10 17:59:00;A;;;;11,32
2025/03/10 18:00:00;P;;8,6;59,5;11,44
2025/03/10 18:07:00;A;;;;11,19
2025/03/10 18:09:00;A;;;;11,49
2025/03/10 18:11:00;A;;;;11,03
2025/03/10 18:12:00;A;;;;11,52
2025/03/10 18:13:00;A;;;;10,06
2025/03/10 18:14:00;A;;;;11,41
2025/03/10 18:15:00;P;;8,7;58,6;11,47
2025/03/10 18:17:00;A;;;;11,86
2025/03/10 18:18:00;A;;;;11,39
2025/03/10 18:19:00;A;;;;11,89
2025/03/10 18:20:00;A;;;64,1;11,55
2025/03/10 18:30:00;A;;8,7;68,9;11,69
2025/03/10 18:30:01;P;;;68,9;
2025/03/10 18:31:00;A;;;;10,69
2025/03/10 18:32:00;A;;;;11,68
2025/03/10 18:38:00;A;;;;12,61
2025/03/10 18:39:00;A;;;;11,61
2025/03/10 18:45:00;P;;8,6;70,6;11,67
2025/03/10 18:50:00;A;;;;11,14
2025/03/10 18:51:00;A;;;;11,64
2025/03/10 18:55:00;A;;;;10,23
2025/03/10 18:57:00;A;;;;11,62
2025/03/10 19:00:00;P;;8,6;69,7;11,60
2025/03/10 19:01:00;A;;;;12,15
2025/03/10 19:02:00;A;;;;11,62
2025/03/10 19:15:00;P;;8,6;68,4;11,63
2025/03/10 19:26:00;A;;;;11,39
2025/03/10 19:27:00;A;;;;11,67
2025/03/10 19:30:00;P;;8,6;69,3;11,64
2025/03/10 19:32:00;A;;;;11,15
2025/03/10 19:33:00;A;;;;11,71
2025/03/10 19:40:00;A;;;;12,35
2025/03/10 19:41:00;A;;;;11,65
2025/03/10 19:45:00;P;;8,6;69,7;11,69
2025/03/10 19:46:00;A;;;;11,47
2025/03/10 19:48:00;A;;;;11,77
2025/03/10 20:00:00;P;;8,5;69,9;11,68
2025/03/10 20:01:00;A;;;;11,35
2025/03/10 20:02:00;A;;;;11,65
2025/03/10 20:03:00;A;;8,2;;
2025/03/10 20:06:00;A;;8,5;;
2025/03/10 20:07:00;A;;;;11,35
2025/03/10 20:08:00;A;;;;11,72
2025/03/10 20:15:00;P;;8,4;69,0;11,61
2025/03/10 20:18:00;A;;8,6;;
2025/03/10 20:24:00;A;;;;10,83
2025/03/10 20:25:00;A;;;;11,73
2025/03/10 20:27:00;A;;;;11,51
2025/03/10 20:28:00;A;;;;11,73
2025/03/10 20:30:00;A;;8,6;68,4;10,05
2025/03/10 20:30:01;P;;;;10,05
2025/03/10 20:31:00;A;;;;11,66
2025/03/10 20:37:00;A;;;;10,69
2025/03/10 20:38:00;A;;;;11,46
2025/03/10 20:39:00;A;;;;11,68
2025/03/10 20:45:00;P;;8,7;70,5;11,66
2025/03/10 20:56:00;A;;;;11,23
2025/03/10 20:57:00;A;;;;11,73
2025/03/10 21:00:00;A;;8,7;65,3;11,61
2025/03/10 21:00:01;P;;;65,3;
2025/03/10 21:01:00;A;;7,6;;10,79
2025/03/10 21:05:00;A;;;0,0;
2025/03/10 21:09:00;A;;7,9;;
2025/03/10 21:15:00;P;;7,8;0,0;10,76
2025/03/10 21:30:00;P;;7,9;0,0;10,77
2025/03/10 21:45:00;P;;7,8;0,0;10,76
2025/03/10 21:57:00;A;;8,1;;
2025/03/10 22:00:00;P;;8,0;0,0;10,76
2025/03/10 22:15:00;P;;8,1;0,0;10,76
2025/03/10 22:30:00;P;;8,1;0,0;10,76
2025/03/10 22:45:00;P;;8,3;0,0;10,76
2025/03/10 23:00:00;P;;8,2;0,0;10,75
2025/03/10 23:12:00;A;;8,4;;
2025/03/10 23:15:00;P;;8,4;0,0;10,75
2025/03/10 23:30:00;P;;8,4;0,0;10,75
2025/03/10 23:45:00;P;;8,5;0,0;10,75
2025/03/11 00:00:00;P;;8,5;0,0;10,75
2025/03/11 00:15:00;P;;8,5;0,0;10,75
2025/03/11 00:30:00;P;;8,5;0,0;10,75
2025/03/11 00:45:00;P;;8,6;0,0;10,75
2025/03/11 01:00:00;P;;8,6;0,0;10,75
2025/03/11 01:15:00;P;;8,7;0,0;10,75
2025/03/11 01:30:00;P;;8,7;0,0;10,74
2025/03/11 01:45:00;P;;8,6;0,0;10,75
2025/03/11 02:00:00;P;;8,7;0,0;10,75
2025/03/11 02:02:00;A;;8,5;;
2025/03/11 02:15:00;A;;8,7;0,0;10,74
2025/03/11 02:15:01;P;;8,7;;
2025/03/11 02:30:00;P;;8,7;0,0;10,74
2025/03/11 02:45:00;P;;8,7;0,0;10,74
2025/03/11 03:00:00;P;;8,7;0,0;10,74
2025/03/11 03:15:00;P;;8,7;0,0;10,74
2025/03/11 03:30:00;P;;8,7;0,0;10,74
2025/03/11 03:45:00;P;;8,6;0,0;10,74
2025/03/11 04:00:00;P;;8,7;0,0;10,74
2025/03/11 04:15:00;P;;8,6;0,0;10,74
2025/03/11 04:30:00;P;;8,6;0,0;10,74
2025/03/11 04:45:00;P;;8,6;0,0;10,74
2025/03/11 05:00:00;P;;8,6;0,0;10,74
2025/03/11 05:02:00;A;;8,8;;
2025/03/11 05:15:00;P;;8,7;0,0;10,74
2025/03/11 05:30:00;P;;8,7;0,0;10,74
2025/03/11 05:45:00;P;;8,6;0,0;10,74
2025/03/11 06:00:00;P;;8,6;0,0;10,74
2025/03/11 06:14:00;A;;8,4;;
2025/03/11 06:15:00;P;;8,4;0,0;10,74
2025/03/11 06:30:00;P;;8,2;0,0;10,74
2025/03/11 06:40:00;A;;8,0;;
2025/03/11 06:45:00;P;;7,8;0,0;10,74
2025/03/11 07:00:00;P;;7,8;0,0;10,74
2025/03/11 07:01:00;A;;8,4;;11,58
2025/03/11 07:03:00;A;;;;10,87
2025/03/11 07:04:00;A;;;;11,80
2025/03/11 07:05:00;A;;;74,0;12,56
2025/03/11 07:06:00;A;;;;11,58
2025/03/11 07:09:00;A;;;;12,16
2025/03/11 07:10:00;A;;;;11,61
2025/03/11 07:15:00;P;;8,3;71,5;11,69
2025/03/11 07:30:00;P;;8,5;73,1;11,67
2025/03/11 07:45:00;P;;8,4;71,1;11,57
2025/03/11 07:46:00;A;;;;11,35
2025/03/11 07:47:00;A;;;;11,70
2025/03/11 07:50:00;A;;;;11,95
2025/03/11 07:51:00;A;;;;11,65
2025/03/11 07:52:00;A;;8,7;;
2025/03/11 07:59:00;A;;;;12,31
2025/03/11 08:00:00;A;;8,6;67,9;11,70
2025/03/11 08:00:01;P;;;67,9;11,70
2025/03/11 08:12:00;A;;;;11,33
2025/03/11 08:14:00;A;;;;11,63
2025/03/11 08:15:00;A;;8,6;69,8;12,43
2025/03/11 08:15:01;P;;;;12,43
2025/03/11 08:16:00;A;;;;11,59
2025/03/11 08:24:00;A;;;;13,03
2025/03/11 08:25:00;A;;;;11,59
2025/03/11 08:26:00;A;;;;10,61
2025/03/11 08:27:00;A;;;;11,54
2025/03/11 08:30:00;P;;8,7;69,9;11,49
2025/03/11 08:34:00;A;;;;10,56
2025/03/11 08:35:00;A;;;;11,67
2025/03/11 08:36:00;A;;;;12,65
2025/03/11 08:37:00;A;;;;11,62
2025/03/11 08:41:00;A;;;;11,42
2025/03/11 08:43:00;A;;;;11,66
2025/03/11 08:45:00;P;;8,7;68,3;11,73
2025/03/11 08:46:00;A;;;;12,89
2025/03/11 08:47:00;A;;;;11,61
2025/03/11 08:53:00;A;;;;11,28
2025/03/11 08:54:00;A;;;;11,77
2025/03/11 08:59:00;A;;;;11,55
2025/03/11 09:00:00;P;;8,7;69,2;11,49
2025/03/11 09:05:00;A;;;64,7;
2025/03/11 09:06:00;A;;;;10,97
2025/03/11 09:07:00;A;;;;11,61
2025/03/11 09:10:00;A;;;61,6;
2025/03/11 09:15:00;P;;8,7;62,7;11,50
2025/03/11 09:30:00;P;;8,7;65,2;11,57
2025/03/11 09:32:00;A;;;;12,82
2025/03/11 09:33:00;A;;;;13,56
2025/03/11 09:34:00;A;;;;11,58
2025/03/11 09:39:00;A;;8,5;;
2025/03/11 09:41:00;A;;8,7;;
2025/03/11 09:45:00;P;;8,6;63,9;11,58
2025/03/11 09:50:00;A;;;60,5;
2025/03/11 09:55:00;A;;;57,5;10,35
2025/03/11 09:56:00;A;;;;11,40
2025/03/11 10:00:00;P;;8,6;60,3;11,47
2025/03/11 10:01:00;A;;;;10,64
2025/03/11 10:02:00;A;;;;11,36
2025/03/11 10:03:00;A;;8,0;;10,79
2025/03/11 10:04:00;A;;8,2;;
2025/03/11 10:05:00;A;;;0,0;
2025/03/11 10:06:00;A;;8,9;;11,35
2025/03/11 10:07:00;A;;7,7;;10,63
2025/03/11 10:08:00;A;;8,1;;
2025/03/11 10:09:00;A;;8,7;;11,42
2025/03/11 10:10:00;A;;;55,4;
2025/03/11 10:14:00;A;;8,1;;10,80
2025/03/11 10:15:00;A;;8,2;0,0;10,78
2025/03/11 10:15:01;P;;;0,0;
2025/03/11 10:22:00;A;;9,1;;11,24
2025/03/11 10:23:00;A;;8,7;;
2025/03/11 10:25:00;A;;;55,7;
2025/03/11 10:30:00;P;;8,8;54,7;11,28
2025/03/11 10:32:00;A;;;;12,02
2025/03/11 10:33:00;A;;;;11,35
2025/03/11 10:34:00;A;;;;12,54
2025/03/11 10:35:00;A;;;;11,28
2025/03/11 10:38:00;A;;;;11,50
2025/03/11 10:39:00;A;;;;11,02
2025/03/11 10:40:00;A;;;;11,32
2025/03/11 10:45:00;P;;8,7;53,7;11,40
2025/03/11 10:50:00;A;;;;12,11
2025/03/11 10:51:00;A;;;;11,27
2025/03/11 10:53:00;A;;;;12,36
2025/03/11 10:54:00;A;;;;11,41
2025/03/11 11:00:00;A;;8,7;55,8;11,64
2025/03/11 11:00:01;P;;;;11,64
2025/03/11 11:02:00;A;;;;11,26
2025/03/11 11:07:00;A;;;;11,47
2025/03/11 11:10:00;A;;;52,4;11,25
2025/03/11 11:11:00;A;;;;11,68
2025/03/11 11:14:00;A;;;;11,27
2025/03/11 11:15:00;P;;8,7;52,8;11,27
2025/03/11 11:30:00;A;;8,6;53,2;11,56
2025/03/11 11:30:01;P;;;;11,56
2025/03/11 11:33:00;A;;;;11,16
2025/03/11 11:38:00;A;;;;11,46
2025/03/11 11:45:00;P;;8,7;54,9;11,41
2025/03/11 11:55:00;A;;;50,8;
2025/03/11 11:58:00;A;;;;11,16
2025/03/11 11:59:00;A;;;;11,53
2025/03/11 12:00:00;A;;8,7;52,8;11,28
2025/03/11 12:00:01;P;;;;11,28
2025/03/11 12:01:00;A;;;;11,65
2025/03/11 12:05:00;A;;;57,2;10,80
2025/03/11 12:06:00;A;;;;11,46
2025/03/11 12:08:00;A;;;;11,10
2025/03/11 12:09:00;A;;;;11,41
2025/03/11 12:15:00;P;;8,7;56,3;11,47
2025/03/11 12:20:00;A;;;62,4;
2025/03/11 12:23:00;A;;;;11,69
2025/03/11 12:24:00;A;;;;11,91
2025/03/11 12:25:00;A;;;;11,44
2025/03/11 12:28:00;A;;;;10,75
2025/03/11 12:29:00;A;;;;11,52
2025/03/11 12:30:00;P;;8,7;60,9;11,51
2025/03/11 12:31:00;A;;;;12,31
2025/03/11 12:32:00;A;;;;11,37
2025/03/11 12:36:00;A;;;;11,94
2025/03/11 12:37:00;A;;;;11,53
2025/03/11 12:44:00;A;;;;12,39
2025/03/11 12:45:00;A;;8,7;54,9;10,35
2025/03/11 12:45:01;P;;;54,9;10,35
2025/03/11 12:46:00;A;;;;11,60
2025/03/11 12:47:00;A;;;;11,39
2025/03/11 13:00:00;P;;8,7;54,7;11,56
2025/03/11 13:03:00;A;;;;10,83
2025/03/11 13:04:00;A;;;;11,61
2025/03/11 13:05:00;A;;;58,3;
2025/03/11 13:06:00;A;;;;11,24
2025/03/11 13:07:00;A;;;;11,63
2025/03/11 13:11:00;A;;;;11,36
2025/03/11 13:15:00;A;;8,6;59,9;11,64
2025/03/11 13:15:01;P;;;;11,64
2025/03/11 13:16:00;A;;;;11,43
2025/03/11 13:19:00;A;;;;11,94
2025/03/11 13:21:00;A;;;;11,54
2025/03/11 13:27:00;A;;;;11,15
2025/03/11 13:28:00;A;;;;11,44
2025/03/11 13:30:00;A;;8,7;62,1;11,97
2025/03/11 13:30:01;P;;;;11,97
2025/03/11 13:31:00;A;;;;11,57
2025/03/11 13:34:00;A;;;;11,36
2025/03/11 13:36:00;A;;;;12,33
2025/03/11 13:37:00;A;;;;11,51
2025/03/11 13:38:00;A;;;;11,27
2025/03/11 13:40:00;A;;;57,7;
2025/03/11 13:41:00;A;;;;11,55
2025/03/11 13:44:00;A;;;;11,05
2025/03/11 13:45:00;A;;8,7;59,4;11,54
2025/03/11 13:45:01;P;;;;11,54
2025/03/11 13:52:00;A;;;;12,51
2025/03/11 13:53:00;A;;;;11,46
2025/03/11 13:56:00;A;;;;11,66
2025/03/11 13:57:00;A;;;;11,45
2025/03/11 13:58:00;A;;;;12,06
2025/03/11 13:59:00;A;;;;11,54
2025/03/11 14:00:00;P;;8,7;57,3;11,49
2025/03/11 14:02:00;A;;;;12,09
2025/03/11 14:03:00;A;;;;11,38
2025/03/11 14:10:00;A;;;52,4;11,66
2025/03/11 14:11:00;A;;;;11,37
2025/03/11 14:14:00;A;;;;12,38
2025/03/11 14:15:00;A;;8,7;54,0;11,45
2025/03/11 14:15:01;P;;;;11,45
2025/03/11 14:23:00;A;;;;10,90
2025/03/11 14:24:00;A;;;;11,50
2025/03/11 14:29:00;A;;;;11,27
2025/03/11 14:30:00;A;;8,7;51,0;11,55
2025/03/11 14:30:01;P;;;51,0;11,55
2025/03/11 14:31:00;A;;;;11,22
2025/03/11 14:38:00;A;;;;11,48
2025/03/11 14:39:00;A;;;;11,24
2025/03/11 14:40:00;A;;;44,9;
2025/03/11 14:45:00;P;;8,7;47,4;11,19
2025/03/11 14:48:00;A;;;;11,56
2025/03/11 14:49:00;A;;;;11,29
2025/03/11 14:50:00;A;;;52,1;
2025/03/11 14:55:00;A;;;47,0;
2025/03/11 15:00:00;A;;8,6;53,7;11,38
2025/03/11 15:00:01;P;;;53,7;
2025/03/11 15:03:00;A;;;;10,90
2025/03/11 15:04:00;A;;;;11,26
2025/03/11 15:05:00;A;;;46,8;
2025/03/11 15:06:00;A;;;;11,52
2025/03/11 15:07:00;A;;;;11,17
2025/03/11 15:09:00;A;;9,0;;10,88
2025/03/11 15:10:00;A;;8,8;24,4;
2025/03/11 15:12:00;A;;7,5;;
2025/03/11 15:13:00;A;;8,7;;11,17
2025/03/11 15:15:00;A;;8,6;46,5;11,13
2025/03/11 15:15:01;P;;;46,5;
2025/03/11 15:17:00;A;;9,0;;
2025/03/11 15:18:00;A;;8,7;;
2025/03/11 15:20:00;A;;;31,0;
2025/03/11 15:21:00;A;;;;10,78
2025/03/11 15:25:00;A;;;0,0;
2025/03/11 15:29:00;A;;;;11,77
2025/03/11 15:30:00;A;;8,6;47,5;11,21
2025/03/11 15:30:01;P;;;47,5;11,21
2025/03/11 15:39:00;A;;;;11,44
2025/03/11 15:41:00;A;;;;11,16
2025/03/11 15:45:00;A;;8,8;45,6;11,42
2025/03/11 15:45:01;P;;;;11,42
2025/03/11 15:49:00;A;;;;11,19
2025/03/11 16:00:00;A;;8,7;41,9;11,07
2025/03/11 16:00:01;P;;;41,9;
2025/03/11 16:01:00;A;;;;11,38
2025/03/11 16:03:00;A;;;;11,60
2025/03/11 16:05:00;A;;7,8;0,0;10,79
2025/03/11 16:06:00;A;;8,1;;
2025/03/11 16:11:52;S;;8,0;0,0;10,77
2025/03/11 16:15:00;P;;8,1;0,0;10,76
2025/03/11 16:16:00;A;;8,4;;
2025/03/11 16:20:00;A;;9,0;49,0;11,19
2025/03/11 16:21:00;A;;8,7;;
2025/03/11 16:30:00;P;;8,7;47,1;11,19
2025/03/11 16:35:00;A;;;;11,43
2025/03/11 16:40:00;A;;;44,0;
2025/03/11 16:45:00;P;;8,7;45,7;11,29
2025/03/11 16:55:00;A;;;50,0;11,55
2025/03/11 16:56:00;A;;;;11,25
2025/03/11 16:57:00;A;;;;11,03
2025/03/11 16:59:00;A;;;;11,26
2025/03/11 17:00:00;P;;8,7;48,7;11,38
2025/03/11 17:01:00;A;;;;11,80
2025/03/11 17:02:00;A;;;;11,27
2025/03/11 17:05:00;A;;;52,5;
2025/03/11 17:07:00;A;;;;10,99
2025/03/11 17:08:00;A;;;;11,21
2025/03/11 17:09:00;A;;;;11,48
2025/03/11 17:10:00;A;;;58,1;
2025/03/11 17:13:00;A;;;;11,21
2025/03/11 17:14:00;A;;;;11,54
2025/03/11 17:15:00;A;;8,7;62,9;11,55
2025/03/11 17:15:01;P;;;62,9;
2025/03/11 17:20:00;A;;;56,8;
2025/03/11 17:27:00;A;;;;11,32
2025/03/11 17:29:00;A;;;;11,65
2025/03/11 17:30:00;A;;8,7;61,1;11,50
2025/03/11 17:30:01;P;;;61,1;
2025/03/11 17:33:00;A;;;;10,30
2025/03/11 17:34:00;A;;;;11,51
2025/03/11 17:44:00;A;;;;11,75
2025/03/11 17:45:00;A;;8,7;69,0;11,59
2025/03/11 17:45:01;P;;;69,0;
2025/03/11 17:48:00;A;;;;12,21
2025/03/11 17:49:00;A;;;;11,61
2025/03/11 17:55:00;A;;;;11,36
2025/03/11 17:56:00;A;;;;11,78
2025/03/11 17:58:00;A;;;;11,49
2025/03/11 18:00:00;P;;8,8;67,5;11,55
2025/03/11 18:01:00;A;;;;10,76
2025/03/11 18:02:00;A;;;;11,53
2025/03/11 18:04:00;A;;;;11,74
2025/03/11 18:06:00;A;;;;11,53
2025/03/11 18:15:00;P;;8,6;70,4;11,63
2025/03/11 18:20:00;A;;;;11,40
2025/03/11 18:21:00;A;;;;11,67
2025/03/11 18:30:00;P;;8,6;69,4;11,70
2025/03/11 18:38:00;A;;;;12,60
2025/03/11 18:39:00;A;;;;11,68
2025/03/11 18:45:00;A;;8,5;73,2;11,64
2025/03/11 18:45:01;P;;;73,2;
2025/03/11 18:54:00;A;;;;11,08
2025/03/11 18:55:00;A;;;;11,57
2025/03/11 19:00:00;P;;8,6;70,8;11,74
2025/03/11 19:10:00;A;;;;10,20
2025/03/11 19:11:00;A;;;;11,63
2025/03/11 19:13:00;A;;;;11,30
2025/03/11 19:14:00;A;;;;11,64
2025/03/11 19:15:00;A;;8,5;70,4;9,87
2025/03/11 19:15:01;P;;;;9,87
2025/03/11 19:16:00;A;;;;11,72
2025/03/11 19:18:00;A;;;;11,42
2025/03/11 19:19:00;A;;;;11,66
2025/03/11 19:20:00;A;;;;12,05
2025/03/11 19:21:00;A;;;;11,65
2025/03/11 19:30:00;P;;8,6;71,4;11,72
2025/03/11 19:45:00;P;;8,7;69,3;11,62
2025/03/11 20:00:00;P;;8,5;69,5;11,57
2025/03/11 20:06:00;A;;;;12,71
2025/03/11 20:07:00;A;;;;11,66
2025/03/11 20:10:00;A;;;;10,95
2025/03/11 20:11:00;A;;;;11,63
2025/03/11 20:15:00;P;;8,6;71,6;11,69
2025/03/11 20:18:00;A;;;;12,27
2025/03/11 20:19:00;A;;;;11,06
2025/03/11 20:20:00;A;;;;11,64
2025/03/11 20:23:00;A;;;;10,17
2025/03/11 20:24:00;A;;;;11,71
2025/03/11 20:30:00;P;;8,5;69,3;11,59
2025/03/11 20:45:00;P;;8,6;68,0;11,69
2025/03/11 20:55:00;A;;;;11,46
2025/03/11 20:57:00;A;;;;11,73
2025/03/11 21:00:00;A;;8,7;59,9;11,74
2025/03/11 21:00:01;P;;;59,9;
2025/03/11 21:01:00;A;;7,7;;10,79
2025/03/11 21:05:00;A;;;0,0;
2025/03/11 21:15:00;P;;7,8;0,0;10,77
2025/03/11 21:30:00;P;;7,9;0,0;10,77
2025/03/11 21:45:00;P;;7,9;0,0;10,76
2025/03/11 22:00:00;P;;7,9;0,0;10,76
2025/03/11 22:15:00;P;;8,0;0,0;10,76
2025/03/11 22:30:00;P;;8,1;0,0;10,76
2025/03/11 22:45:00;P;;8,2;0,0;10,76
2025/03/11 23:00:00;P;;8,2;0,0;10,76
2025/03/11 23:15:00;P;;8,3;0,0;10,75
2025/03/11 23:30:00;P;;8,4;0,0;10,75
2025/03/11 23:45:00;P;;8,5;0,0;10,75
2025/03/12 00:00:00;P;;8,5;0,0;10,75
2025/03/12 00:15:00;P;;8,5;0,0;10,75
2025/03/12 00:30:00;P;;8,6;0,0;10,74
2025/03/12 00:45:00;P;;8,6;0,0;10,74
2025/03/12 01:00:00;P;;8,7;0,0;10,75
2025/03/12 01:15:00;P;;8,6;0,0;10,74
2025/03/12 01:30:00;P;;8,6;0,0;10,74
2025/03/12 01:45:00;P;;8,7;0,0;10,74
2025/03/12 02:00:00;P;;8,7;0,0;10,74
2025/03/12 02:15:00;P;;8,7;0,0;10,74
2025/03/12 02:30:00;P;;8,7;0,0;10,74
2025/03/12 02:45:00;P;;8,7;0,0;10,74
2025/03/12 03:00:00;P;;8,7;0,0;10,73
2025/03/12 03:15:00;P;;8,5;0,0;10,74
2025/03/12 03:30:00;P;;8,6;0,0;10,74
2025/03/12 03:45:00;P;;8,5;0,0;10,73
2025/03/12 04:00:00;P;;8,6;0,0;10,73
2025/03/12 04:15:00;P;;8,5;0,0;10,73
2025/03/12 04:30:00;P;;8,5;0,0;10,73
2025/03/12 04:45:00;P;;8,5;0,0;10,73
2025/03/12 05:00:00;P;;8,5;0,0;10,74
2025/03/12 05:15:00;P;;8,6;0,0;10,73
2025/03/12 05:30:00;P;;8,6;0,0;10,74
2025/03/12 05:45:00;P;;8,6;0,0;10,74
2025/03/12 06:00:00;P;;8,5;0,0;10,74
2025/03/12 06:15:00;P;;8,3;0,0;10,74
2025/03/12 06:30:00;P;;8,2;0,0;10,74
2025/03/12 06:42:00;A;;7,9;;
2025/03/12 06:45:00;P;;7,9;0,0;10,74
2025/03/12 07:00:00;P;;7,8;0,0;10,74
2025/03/12 07:01:00;A;;8,5;;11,72
2025/03/12 07:05:00;A;;;72,6;
2025/03/12 07:15:00;A;;8,4;70,0;11,48
2025/03/12 07:15:01;P;;;;11,48
2025/03/12 07:16:00;A;;;;11,81
2025/03/12 07:18:00;A;;;;11,58
2025/03/12 07:26:00;A;;;;10,85
2025/03/12 07:27:00;A;;;;11,66
2025/03/12 07:30:00;P;;8,5;67,8;11,55
2025/03/12 07:35:00;A;;;70,8;
2025/03/12 07:45:00;P;;8,6;68,2;11,69
2025/03/12 07:47:00;A;;;;11,46
2025/03/12 07:49:00;A;;;;11,71
