Date-time;Type;Metadato grafico storico;POZ009 - Petrarca - Misura pressione rete (bar);POZ009 - Petrarca - Misura portata rete modbus (l/s);POZ009 - Petrarca - Misura livello falda (m)
2025/03/12 10:45:00;P;;6,2;74,7;35,04
2025/03/12 11:00:00;P;;6,2;74,6;35,03
2025/03/12 11:15:00;P;;6,3;74,5;35,02
2025/03/12 11:30:00;P;;6,3;74,9;35,13
2025/03/12 11:45:00;P;;6,3;74,6;35,01
2025/03/12 12:00:00;P;;6,2;74,7;35,03
2025/03/12 12:03:00;A;;;;34,81
2025/03/12 12:05:00;A;;;;35,01
2025/03/12 12:15:00;P;;6,3;74,6;35,01
2025/03/12 12:30:00;P;;6,3;74,7;35,01
2025/03/12 12:45:00;P;;6,3;74,8;35,03
2025/03/12 13:00:00;P;;6,3;75,2;35,02
2025/03/12 13:15:00;P;;6,3;75,0;35,13
2025/03/12 13:21:00;A;;;;34,89
2025/03/12 13:30:00;P;;6,3;74,7;34,97
2025/03/12 13:45:00;P;;6,3;74,8;35,03
2025/03/12 14:00:00;P;;6,3;75,0;35,02
2025/03/12 14:15:00;P;;6,3;74,8;35,02
2025/03/12 14:16:00;A;;;;35,22
2025/03/12 14:17:00;A;;;;35,00
2025/03/12 14:30:00;P;;6,2;74,9;35,02
2025/03/12 14:45:00;P;;6,3;74,5;35,01
2025/03/12 15:00:00;P;;6,3;75,2;35,03
2025/03/12 15:15:00;P;;6,2;74,6;35,06
2025/03/12 15:30:00;P;;6,3;74,8;34,93
2025/03/12 15:45:00;P;;6,3;75,0;34,97
2025/03/12 16:00:00;P;;6,3;75,0;35,02
2025/03/12 16:15:00;P;;6,3;74,9;35,02
2025/03/12 16:16:00;A;;;;34,82
2025/03/12 16:17:00;A;;;;35,02
2025/03/12 16:30:00;P;;6,2;74,1;34,97
2025/03/12 16:45:00;P;;6,3;74,9;34,99
2025/03/12 17:00:00;P;;6,2;75,1;35,01
2025/03/12 17:15:00;P;;6,2;75,0;35,03
2025/03/12 17:30:00;P;;6,2;75,0;35,00
2025/03/12 17:45:00;P;;6,2;75,2;35,08
2025/03/12 18:00:00;P;;6,3;74,9;35,02
2025/03/12 18:15:00;P;;6,3;75,1;35,06
2025/03/12 18:30:00;P;;6,2;75,1;35,02
2025/03/12 18:45:00;P;;6,2;74,9;35,03
2025/03/12 19:00:00;P;;6,1;75,3;35,04
2025/03/12 19:15:00;P;;6,3;75,0;35,04
2025/03/12 19:30:00;P;;6,3;74,9;35,04
2025/03/12 19:45:00;P;;6,2;75,3;35,04
2025/03/12 20:00:00;P;;6,2;75,2;35,04
2025/03/12 20:15:00;P;;6,1;75,8;34,99
2025/03/12 20:30:00;P;;6,1;76,1;35,06
2025/03/12 20:45:00;P;;6,0;75,8;35,03
2025/03/12 21:00:00;P;;6,1;75,9;35,02
2025/03/12 21:10:00;A;;6,4;;
2025/03/12 21:15:00;P;;6,2;75,1;35,09
2025/03/12 21:30:00;P;;6,2;74,9;35,02
2025/03/12 21:45:00;P;;6,4;74,1;35,04
2025/03/12 21:57:00;A;;;;34,82
2025/03/12 22:00:00;P;;6,4;74,0;34,93
2025/03/12 22:09:00;A;;;;35,15
2025/03/12 22:10:00;A;;;;34,93
2025/03/12 22:15:00;P;;6,4;73,9;35,05
2025/03/12 22:30:00;P;;6,4;73,5;35,00
2025/03/12 22:40:00;A;;6,1;;
2025/03/12 22:45:00;P;;6,3;75,3;34,99
2025/03/12 23:00:00;P;;6,2;75,5;35,04
2025/03/12 23:10:00;A;;6,4;;
2025/03/12 23:15:00;P;;6,4;74,0;35,03
2025/03/12 23:25:00;A;;;;34,81
2025/03/12 23:28:00;A;;;;35,08
2025/03/12 23:30:00;P;;6,4;73,6;35,02
2025/03/12 23:45:00;P;;6,5;73,9;34,98
2025/03/13 00:00:00;P;;6,4;73,5;34,98
2025/03/13 00:15:00;P;;6,5;73,5;34,96
2025/03/13 00:30:00;P;;6,5;73,4;35,09
2025/03/13 00:45:00;P;;6,5;73,0;34,97
2025/03/13 01:00:00;P;;6,5;72,8;34,91
2025/03/13 01:15:00;P;;6,5;72,9;34,98
2025/03/13 01:30:00;P;;6,5;72,8;35,04
2025/03/13 01:45:00;P;;6,5;72,7;34,98
2025/03/13 02:00:00;P;;6,6;72,9;34,99
2025/03/13 02:15:00;P;;6,5;72,8;34,94
2025/03/13 02:30:00;P;;6,6;72,7;34,83
2025/03/13 02:32:00;A;;;;35,04
2025/03/13 02:45:00;P;;6,6;72,8;34,96
2025/03/13 03:00:00;P;;6,5;72,8;35,00
2025/03/13 03:15:00;P;;6,6;72,5;34,92
2025/03/13 03:30:00;P;;6,5;72,6;34,99
2025/03/13 03:34:00;A;;;;34,78
2025/03/13 03:43:00;A;;;;34,98
2025/03/13 03:45:00;P;;6,6;72,7;34,97
2025/03/13 04:00:00;P;;6,5;73,1;34,94
2025/03/13 04:15:00;P;;6,5;72,9;34,96
2025/03/13 04:30:00;P;;6,5;72,7;34,91
2025/03/13 04:45:00;P;;6,5;73,1;34,98
2025/03/13 05:00:00;P;;6,5;73,0;34,96
2025/03/13 05:15:00;P;;6,5;72,9;34,95
2025/03/13 05:30:00;P;;6,5;72,9;34,95
2025/03/13 05:45:00;P;;6,5;73,1;34,95
2025/03/13 06:00:00;P;;6,4;73,3;34,96
2025/03/13 06:15:00;P;;6,3;73,9;34,98
2025/03/13 06:30:00;P;;6,3;75,0;35,00
2025/03/13 06:45:00;P;;6,3;75,0;35,03
2025/03/13 07:00:00;P;;6,3;74,7;34,96
2025/03/13 07:15:00;P;;6,3;75,0;35,03
2025/03/13 07:30:00;P;;6,3;74,5;35,00
2025/03/13 07:45:00;P;;6,2;76,1;35,03
2025/03/13 08:00:00;P;;6,3;74,5;35,02
2025/03/13 08:15:00;P;;6,3;75,2;35,04
2025/03/13 08:30:00;P;;6,3;75,0;35,04
2025/03/13 08:45:00;P;;6,4;74,7;35,02
2025/03/13 09:00:00;P;;6,3;74,9;35,03
2025/03/13 09:15:00;P;;6,2;75,3;34,95
2025/03/13 09:16:00;A;;;;35,23
2025/03/13 09:18:00;A;;;;35,02
2025/03/13 09:30:00;P;;6,3;75,0;34,96
2025/03/13 09:45:00;P;;6,3;74,6;35,03
2025/03/13 10:00:00;P;;6,4;74,5;35,13
2025/03/13 10:15:00;P;;6,3;74,6;35,03
2025/03/13 10:30:00;P;;6,3;75,1;35,06
2025/03/13 10:45:00;P;;6,3;74,4;35,00
2025/03/13 11:00:00;P;;6,3;74,6;35,07
2025/03/13 11:15:00;P;;6,3;74,2;35,04
2025/03/13 11:30:00;P;;6,3;74,1;35,03
2025/03/13 11:45:00;P;;6,4;74,6;35,02
2025/03/13 12:00:00;P;;6,3;74,5;35,02
2025/03/13 12:15:00;P;;6,2;74,8;35,02
2025/03/13 12:30:00;P;;6,3;75,1;35,02
2025/03/13 12:45:00;P;;6,2;74,7;34,98
2025/03/13 13:00:00;P;;6,3;74,5;35,08
2025/03/13 13:15:00;P;;6,3;74,7;35,02
2025/03/13 13:30:00;P;;6,3;74,8;35,02
2025/03/13 13:45:00;P;;6,3;75,0;34,97
2025/03/13 14:00:00;P;;6,3;74,7;35,04
2025/03/13 14:15:00;P;;6,2;74,3;35,05
2025/03/13 14:30:00;P;;6,4;74,2;34,93
2025/03/13 14:45:00;P;;6,3;74,6;35,00
2025/03/13 15:00:00;P;;6,3;74,2;35,00
2025/03/13 15:15:00;P;;6,4;73,9;35,08
2025/03/13 15:17:00;A;;;;34,86
2025/03/13 15:22:00;A;;;;35,09
2025/03/13 15:27:00;A;;;;34,85
2025/03/13 15:30:00;P;;6,4;74,0;35,00
2025/03/13 15:45:00;P;;6,4;74,2;35,01
2025/03/13 16:00:00;P;;6,3;74,1;34,99
2025/03/13 16:07:00;A;;;;35,22
2025/03/13 16:08:00;A;;;;34,98
2025/03/13 16:15:00;P;;6,4;74,3;34,95
2025/03/13 16:17:00;A;;;;35,15
2025/03/13 16:25:00;A;;;;34,88
2025/03/13 16:30:00;P;;6,3;73,9;35,00
2025/03/13 16:45:00;P;;6,4;73,8;34,96
2025/03/13 17:00:00;P;;6,4;74,0;35,00
2025/03/13 17:15:00;P;;6,4;74,1;35,06
2025/03/13 17:30:00;P;;6,3;74,2;35,07
2025/03/13 17:45:00;P;;6,3;74,7;34,99
2025/03/13 18:00:00;P;;6,3;74,7;35,09
2025/03/13 18:15:00;P;;6,4;74,8;35,02
2025/03/13 18:30:00;P;;6,3;74,6;35,03
2025/03/13 18:35:00;A;;6,1;;
2025/03/13 18:45:00;A;;6,3;75,3;35,03
2025/03/13 18:45:01;P;;6,3;;
2025/03/13 18:57:00;A;;;;35,23
2025/03/13 19:00:00;A;;6,3;74,6;34,96
2025/03/13 19:00:01;P;;;;34,96
2025/03/13 19:15:00;P;;6,3;75,0;35,04
2025/03/13 19:30:00;P;;6,3;75,1;35,02
2025/03/13 19:45:00;P;;6,3;75,0;35,02
2025/03/13 19:55:00;A;;;;35,26
2025/03/13 19:56:00;A;;;;34,98
2025/03/13 20:00:00;P;;6,3;74,9;35,02
2025/03/13 20:15:00;P;;6,2;75,0;35,03
2025/03/13 20:30:00;P;;6,2;75,0;34,95
2025/03/13 20:45:00;P;;6,3;74,8;35,05
2025/03/13 21:00:00;P;;6,4;74,3;35,03
2025/03/13 21:15:00;P;;6,3;74,7;35,09
2025/03/13 21:30:00;P;;6,2;75,1;35,01
2025/03/13 21:45:00;P;;6,2;74,7;35,04
2025/03/13 22:00:00;A;;6,4;74,1;35,01
2025/03/13 22:00:01;P;;6,4;;
2025/03/13 22:15:00;P;;6,4;74,1;35,02
2025/03/13 22:30:00;P;;6,4;74,0;35,19
2025/03/13 22:33:00;A;;;;34,95
2025/03/13 22:45:00;P;;6,5;73,6;35,00
2025/03/13 23:00:00;A;;6,2;74,6;34,95
2025/03/13 23:00:01;P;;6,2;;
2025/03/13 23:15:00;P;;6,3;74,6;35,05
2025/03/13 23:30:00;P;;6,4;73,8;35,00
2025/03/13 23:45:00;P;;6,4;73,7;34,96
2025/03/14 00:00:00;P;;6,6;72,5;34,96
2025/03/14 00:10:00;A;;6,3;;
2025/03/14 00:15:00;P;;6,5;73,4;34,98
2025/03/14 00:30:00;P;;6,5;73,0;34,97
2025/03/14 00:45:00;P;;6,5;73,5;34,99
2025/03/14 01:00:00;P;;6,6;72,6;34,98
2025/03/14 01:15:00;P;;6,6;72,7;34,97
2025/03/14 01:30:00;P;;6,5;72,7;34,96
2025/03/14 01:45:00;P;;6,5;72,9;34,97
2025/03/14 02:00:00;P;;6,6;72,7;34,99
2025/03/14 02:15:00;P;;6,5;72,5;34,95
2025/03/14 02:30:00;P;;6,6;72,7;34,85
2025/03/14 02:36:00;A;;;;35,14
2025/03/14 02:43:00;A;;;;34,92
2025/03/14 02:45:00;P;;6,5;72,7;35,00
2025/03/14 02:51:00;A;;;;34,78
2025/03/14 02:52:00;A;;;;35,02
2025/03/14 03:00:00;P;;6,5;72,7;34,99
2025/03/14 03:15:00;P;;6,5;72,2;34,95
2025/03/14 03:30:00;P;;6,5;72,5;35,02
2025/03/14 03:45:00;P;;6,5;72,7;35,01
2025/03/14 04:00:00;P;;6,6;73,0;34,82
2025/03/14 04:15:00;P;;6,5;72,9;34,94
2025/03/14 04:26:00;A;;;;33,65
2025/03/14 04:30:00;A;;6,0;0,0;33,59
2025/03/14 04:30:01;P;;6,0;0,0;
2025/03/14 04:45:00;P;;6,1;0,0;33,56
2025/03/14 05:00:00;P;;6,0;0,0;33,55
2025/03/14 05:15:00;P;;6,1;0,0;33,54
2025/03/14 05:30:00;P;;6,1;0,0;33,54
2025/03/14 05:45:00;P;;6,1;0,0;33,54
2025/03/14 06:00:00;P;;6,1;0,0;33,55
2025/03/14 06:15:00;P;;6,0;0,0;33,54
2025/03/14 06:30:00;P;;6,0;0,0;33,53
2025/03/14 06:45:00;P;;6,0;0,0;33,52
2025/03/14 07:00:00;P;;5,8;0,0;33,53
2025/03/14 07:15:00;P;;5,8;0,0;33,54
2025/03/14 07:30:00;A;;6,3;75,4;34,90
2025/03/14 07:30:01;P;;6,3;75,4;34,90
2025/03/14 07:45:00;P;;6,3;75,2;35,04
2025/03/14 08:00:00;P;;6,3;74,4;35,06
2025/03/14 08:15:00;P;;6,3;74,9;35,13
2025/03/14 08:29:00;A;;;;34,92
2025/03/14 08:30:00;P;;6,2;75,0;35,05
2025/03/14 08:45:00;P;;6,3;74,7;34,97
2025/03/14 09:00:00;P;;6,3;74,5;35,03
2025/03/14 09:15:00;P;;6,3;75,2;34,99
2025/03/14 09:30:00;P;;6,2;75,1;35,01
2025/03/14 09:45:00;P;;6,2;75,3;35,00
2025/03/14 10:00:00;P;;6,3;74,6;35,05
2025/03/14 10:15:00;P;;6,3;74,2;35,06
2025/03/14 10:16:00;A;;;;34,85
2025/03/14 10:22:00;A;;;;35,06
2025/03/14 10:30:00;P;;6,3;74,5;34,91
2025/03/14 10:32:00;A;;;;35,11
2025/03/14 10:34:00;A;;;;34,89
2025/03/14 10:35:00;A;;;;35,24
2025/03/14 10:36:00;A;;;;35,01
2025/03/14 10:45:00;P;;6,3;74,9;35,00
2025/03/14 11:00:00;P;;6,3;74,6;35,02
2025/03/14 11:15:00;P;;6,3;74,1;35,00
2025/03/14 11:30:00;P;;6,3;74,1;35,02
2025/03/14 11:45:00;P;;6,4;74,5;35,09
2025/03/14 11:47:00;A;;;;34,83
2025/03/14 11:52:00;A;;;;35,16
2025/03/14 11:54:00;A;;;;34,88
2025/03/14 12:00:00;P;;6,3;74,5;35,02
2025/03/14 12:15:00;P;;6,4;74,3;34,95
2025/03/14 12:30:00;P;;6,3;74,7;35,14
2025/03/14 12:34:00;A;;;;34,94
2025/03/14 12:45:00;P;;6,3;74,8;35,08
2025/03/14 12:54:00;A;;;;34,85
2025/03/14 12:58:00;A;;;;35,10
2025/03/14 13:00:00;P;;6,3;74,5;35,01
2025/03/14 13:15:00;P;;6,3;74,9;35,01
2025/03/14 13:20:00;A;;;;35,26
2025/03/14 13:21:00;A;;;;34,98
2025/03/14 13:30:00;P;;6,3;74,5;35,01
2025/03/14 13:45:00;P;;6,3;74,5;35,02
2025/03/14 14:00:00;P;;6,3;75,1;35,00
2025/03/14 14:15:00;P;;6,3;74,5;35,00
2025/03/14 14:30:00;P;;6,3;74,9;34,85
2025/03/14 14:34:00;A;;;;35,08
2025/03/14 14:45:00;P;;6,3;74,2;35,05
2025/03/14 15:00:00;P;;6,4;74,3;34,91
2025/03/14 15:15:00;P;;6,4;74,4;34,99
2025/03/14 15:30:00;P;;6,4;74,3;34,97
2025/03/14 15:45:00;P;;6,4;74,1;34,99
2025/03/14 16:00:00;P;;6,3;73,8;34,99
2025/03/14 16:15:00;P;;6,4;74,4;34,99
2025/03/14 16:30:00;P;;6,4;74,1;34,98
2025/03/14 16:45:00;P;;6,3;74,1;34,98
2025/03/14 17:00:00;P;;6,4;74,0;34,99
2025/03/14 17:15:00;P;;6,4;73,9;35,11
2025/03/14 17:30:00;P;;6,4;74,3;34,98
2025/03/14 17:45:00;P;;6,4;74,8;35,06
2025/03/14 18:00:00;P;;6,3;74,7;34,98
2025/03/14 18:15:00;P;;6,3;74,7;34,97
2025/03/14 18:30:00;P;;6,2;75,1;35,01
2025/03/14 18:45:00;P;;6,3;74,6;35,00
2025/03/14 19:00:00;P;;6,2;74,6;34,99
2025/03/14 19:15:00;P;;6,3;75,0;35,01
2025/03/14 19:30:00;P;;6,3;74,7;35,01
2025/03/14 19:45:00;P;;6,3;74,7;35,02
2025/03/14 20:00:00;P;;6,3;74,3;34,98
2025/03/14 20:15:00;P;;6,3;75,0;35,03
2025/03/14 20:30:00;P;;6,2;74,6;34,99
2025/03/14 20:45:00;P;;6,3;74,4;35,03
2025/03/14 21:00:00;P;;6,3;74,4;35,00
2025/03/14 21:15:00;P;;6,4;74,0;34,99
2025/03/14 21:30:00;P;;6,3;74,9;35,01
2025/03/14 21:45:00;P;;6,2;74,7;35,02
2025/03/14 22:00:00;P;;6,3;74,5;35,10
2025/03/14 22:05:00;A;;;;34,81
2025/03/14 22:11:00;A;;;;35,03
2025/03/14 22:15:00;P;;6,3;74,2;35,01
2025/03/14 22:30:00;P;;6,4;73,8;34,99
2025/03/14 22:45:00;P;;6,4;73,8;35,01
2025/03/14 23:00:00;P;;6,4;73,7;35,05
2025/03/14 23:15:00;P;;6,4;73,7;34,99
2025/03/14 23:30:00;P;;6,4;73,4;34,92
2025/03/14 23:45:00;P;;6,4;73,3;34,92
2025/03/14 23:47:00;A;;;;35,14
2025/03/14 23:50:00;A;;;;34,92
2025/03/15 00:00:00;P;;6,5;73,4;35,04
2025/03/15 00:15:00;P;;6,5;73,2;34,88
2025/03/15 00:30:00;P;;6,5;72,0;34,97
2025/03/15 00:45:00;P;;6,5;73,0;34,95
2025/03/15 01:00:00;P;;6,6;72,7;34,95
2025/03/15 01:15:00;P;;6,5;72,9;34,95
2025/03/15 01:30:00;P;;6,5;72,8;34,97
2025/03/15 01:45:00;P;;6,5;72,9;34,94
2025/03/15 02:00:00;P;;6,6;72,8;34,82
2025/03/15 02:15:00;P;;6,6;72,5;34,95
2025/03/15 02:30:00;P;;6,5;72,5;34,93
2025/03/15 02:45:00;P;;6,6;72,9;34,93
2025/03/15 03:00:00;P;;6,6;72,6;34,98
2025/03/15 03:15:00;P;;6,5;72,6;34,93
2025/03/15 03:30:00;P;;6,5;72,6;35,00
2025/03/15 03:32:00;A;;;;33,64
2025/03/15 03:35:00;A;;6,1;0,0;
2025/03/15 03:45:00;P;;6,1;0,0;33,55
2025/03/15 04:00:00;P;;6,1;0,0;33,53
2025/03/15 04:15:00;P;;6,1;0,0;33,54
2025/03/15 04:30:00;P;;6,2;0,0;33,53
2025/03/15 04:45:00;P;;6,1;0,0;33,53
2025/03/15 05:00:00;P;;6,1;0,0;33,52
2025/03/15 05:15:00;P;;6,1;0,0;33,52
2025/03/15 05:30:00;P;;6,2;0,0;33,51
2025/03/15 05:45:00;P;;6,1;0,0;33,52
2025/03/15 06:00:00;P;;6,1;0,0;33,52
2025/03/15 06:15:00;P;;6,1;0,0;33,52
2025/03/15 06:30:00;P;;6,1;0,0;33,50
2025/03/15 06:45:00;P;;6,0;0,0;33,51
2025/03/15 07:00:00;P;;6,0;0,0;33,50
2025/03/15 07:15:00;P;;6,0;0,0;33,51
2025/03/15 07:30:00;P;;5,9;0,0;33,51
2025/03/15 07:45:00;P;;5,8;0,0;33,52
2025/03/15 07:55:00;A;;6,0;;
2025/03/15 08:00:00;P;;5,9;0,0;33,51
2025/03/15 08:15:00;P;;5,9;0,0;33,52
2025/03/15 08:20:00;A;;6,3;75,0;34,85
2025/03/15 08:30:00;P;;6,3;75,0;34,95
2025/03/15 08:45:00;P;;6,2;74,7;34,96
2025/03/15 09:00:00;P;;6,3;74,9;34,92
2025/03/15 09:15:00;P;;6,3;75,1;34,97
2025/03/15 09:30:00;P;;6,2;74,8;34,98
2025/03/15 09:45:00;P;;6,2;75,4;34,91
2025/03/15 10:00:00;P;;6,3;74,5;35,00
2025/03/15 10:15:00;P;;6,3;74,5;35,00
2025/03/15 10:30:00;P;;6,3;75,1;35,01
2025/03/15 10:45:00;P;;6,3;74,9;34,99
2025/03/15 11:00:00;P;;6,3;74,9;34,97
2025/03/15 11:15:00;P;;6,2;75,0;35,01
2025/03/15 11:30:00;P;;6,3;74,5;34,98
2025/03/15 11:45:00;P;;6,3;74,9;35,02
2025/03/15 12:00:00;P;;6,3;75,0;35,00
2025/03/15 12:15:00;P;;6,2;75,3;35,04
2025/03/15 12:30:00;P;;6,2;75,2;35,00
2025/03/15 12:45:00;P;;6,3;74,7;35,04
2025/03/15 13:00:00;P;;6,2;75,0;35,04
2025/03/15 13:15:00;P;;6,3;75,2;35,18
2025/03/15 13:23:00;A;;;;34,94
2025/03/15 13:27:00;A;;;;35,16
2025/03/15 13:28:00;A;;;;34,94
2025/03/15 13:30:00;P;;6,3;75,1;35,09
2025/03/15 13:37:00;A;;;;34,85
2025/03/15 13:40:00;A;;;;35,08
2025/03/15 13:45:00;P;;6,2;74,9;34,98
2025/03/15 14:00:00;P;;6,3;74,8;34,98
2025/03/15 14:15:00;P;;6,3;75,2;34,99
2025/03/15 14:30:00;P;;6,2;74,9;34,98
2025/03/15 14:45:00;P;;6,2;75,1;34,97
2025/03/15 15:00:00;P;;6,3;74,9;34,98
2025/03/15 15:15:00;P;;6,2;74,9;34,95
2025/03/15 15:30:00;P;;6,3;74,3;34,98
2025/03/15 15:45:00;P;;6,3;74,6;34,95
2025/03/15 16:00:00;P;;6,3;75,0;35,04
2025/03/15 16:15:00;P;;6,2;75,2;35,10
2025/03/15 16:27:00;A;;;;34,90
2025/03/15 16:30:00;P;;6,3;74,8;34,97
2025/03/15 16:45:00;P;;6,2;75,1;35,00
2025/03/15 17:00:00;P;;6,3;75,0;34,98
2025/03/15 17:15:00;P;;6,3;75,3;35,04
2025/03/15 17:30:00;P;;6,3;75,4;34,98
2025/03/15 17:45:00;P;;6,1;75,4;34,90
2025/03/15 17:53:00;A;;;;35,18
2025/03/15 17:57:00;A;;;;34,98
2025/03/15 18:00:00;P;;6,2;75,2;34,98
2025/03/15 18:15:00;P;;6,2;74,9;34,99
2025/03/15 18:30:00;P;;6,2;75,1;34,94
2025/03/15 18:45:00;P;;6,2;75,5;34,98
2025/03/15 19:00:00;P;;6,2;75,0;34,99
2025/03/15 19:15:00;P;;6,2;75,0;34,98
2025/03/15 19:30:00;P;;6,3;75,5;34,99
2025/03/15 19:45:00;P;;6,2;75,2;34,99
2025/03/15 20:00:00;P;;6,2;75,0;35,00
2025/03/15 20:15:00;P;;6,3;75,0;34,98
2025/03/15 20:20:00;A;;6,1;;
2025/03/15 20:30:00;P;;6,1;75,0;34,98
2025/03/15 20:45:00;P;;6,3;74,7;34,99
2025/03/15 21:00:00;P;;6,2;75,1;34,91
2025/03/15 21:05:00;A;;;;35,13
2025/03/15 21:13:00;A;;;;34,92
2025/03/15 21:15:00;P;;6,2;75,0;34,98
2025/03/15 21:30:00;P;;6,3;74,4;34,97
2025/03/15 21:45:00;P;;6,3;74,3;34,96
2025/03/15 22:00:00;P;;6,4;73,9;34,95
2025/03/15 22:15:00;P;;6,4;74,1;34,96
2025/03/15 22:30:00;P;;6,4;74,0;34,95
2025/03/15 22:45:00;P;;6,4;74,1;34,92
2025/03/15 23:00:00;P;;6,4;73,5;34,94
2025/03/15 23:05:00;A;;;;35,19
2025/03/15 23:06:00;A;;;;34,94
2025/03/15 23:15:00;P;;6,5;73,5;35,00
2025/03/15 23:30:00;P;;6,4;72,9;34,90
2025/03/15 23:45:00;P;;6,5;73,3;34,96
2025/03/16 00:00:00;P;;6,5;73,6;34,89
2025/03/16 00:15:00;P;;6,5;73,4;34,93
2025/03/16 00:30:00;P;;6,5;72,9;34,93
2025/03/16 00:45:00;P;;6,5;73,1;34,88
2025/03/16 01:00:00;P;;6,5;72,8;34,98
2025/03/16 01:15:00;P;;6,5;73,2;34,91
2025/03/16 01:30:00;P;;6,5;73,0;34,91
2025/03/16 01:45:00;P;;6,6;72,6;34,91
2025/03/16 02:00:00;P;;6,6;72,9;34,90
2025/03/16 02:15:00;P;;6,5;72,8;34,89
2025/03/16 02:30:00;P;;6,5;72,7;34,92
2025/03/16 02:45:00;P;;6,6;72,6;34,92
2025/03/16 03:00:00;P;;6,5;72,9;34,83
2025/03/16 03:01:00;A;;;;35,04
2025/03/16 03:15:00;P;;6,5;72,8;34,92
2025/03/16 03:30:00;P;;6,6;72,7;35,00
2025/03/16 03:33:00;A;;;;34,75
2025/03/16 03:45:00;P;;6,6;72,8;34,79
2025/03/16 04:00:00;P;;6,5;72,8;34,89
2025/03/16 04:15:00;P;;6,5;73,0;34,92
2025/03/16 04:30:00;P;;6,5;72,8;34,85
2025/03/16 04:45:00;P;;6,5;72,9;34,93
2025/03/16 05:00:00;P;;6,5;73,2;34,90
2025/03/16 05:15:00;P;;6,5;72,7;34,89
2025/03/16 05:30:00;P;;6,5;72,9;34,91
2025/03/16 05:45:00;P;;6,5;73,0;34,88
2025/03/16 06:00:00;P;;6,5;73,0;34,90
2025/03/16 06:15:00;P;;6,5;73,0;35,03
2025/03/16 06:24:00;A;;;;34,82
2025/03/16 06:26:00;A;;;;33,58
2025/03/16 06:30:00;A;;6,1;0,0;33,52
2025/03/16 06:30:01;P;;6,1;0,0;
2025/03/16 06:45:00;P;;6,1;0,0;33,49
2025/03/16 07:00:00;P;;6,1;0,0;33,49
2025/03/16 07:15:00;P;;6,1;0,0;33,48
2025/03/16 07:30:00;P;;6,0;0,0;33,48
2025/03/16 07:45:00;P;;5,9;0,0;33,48
2025/03/16 08:00:00;P;;5,9;0,0;33,48
2025/03/16 08:15:00;P;;5,8;0,0;33,47
2025/03/16 08:30:00;P;;5,9;0,0;33,47
2025/03/16 08:42:00;A;;;;34,80
2025/03/16 08:45:00;A;;6,3;75,4;34,86
2025/03/16 08:45:01;P;;6,3;75,4;
2025/03/16 09:00:00;P;;6,3;74,6;34,92
2025/03/16 09:15:00;P;;6,2;75,0;34,93
2025/03/16 09:30:00;P;;6,2;75,1;34,95
2025/03/16 09:45:00;P;;6,2;75,2;34,91
2025/03/16 10:00:00;P;;6,2;75,1;34,97
2025/03/16 10:15:00;P;;6,2;75,1;34,92
2025/03/16 10:30:00;P;;6,3;74,9;34,95
2025/03/16 10:45:00;P;;6,2;74,8;34,95
2025/03/16 11:00:00;P;;6,3;74,9;34,82
2025/03/16 11:12:00;A;;;;35,03
2025/03/16 11:15:00;P;;6,3;74,8;34,99
2025/03/16 11:30:00;P;;6,3;75,0;34,81
2025/03/16 11:34:00;A;;;;35,02
2025/03/16 11:45:00;P;;6,3;74,9;34,97
2025/03/16 12:00:00;P;;6,2;75,3;34,96
2025/03/16 12:15:00;P;;6,3;74,7;34,93
2025/03/16 12:30:00;P;;6,2;74,9;34,94
2025/03/16 12:45:00;P;;6,3;75,1;34,90
2025/03/16 13:00:00;P;;6,2;74,9;34,92
2025/03/16 13:15:00;P;;6,3;75,1;34,94
2025/03/16 13:30:00;P;;6,3;75,3;34,92
2025/03/16 13:45:00;P;;6,3;75,5;34,97
2025/03/16 14:00:00;P;;6,3;74,8;34,94
2025/03/16 14:15:00;P;;6,3;75,1;34,88
2025/03/16 14:30:00;P;;6,3;75,1;34,94
2025/03/16 14:43:00;A;;;;35,15
2025/03/16 14:44:00;A;;;;34,95
2025/03/16 14:45:00;P;;6,3;75,3;34,89
2025/03/16 15:00:00;P;;6,3;75,0;35,00
2025/03/16 15:15:00;P;;6,2;74,9;34,95
2025/03/16 15:30:00;P;;6,3;74,8;34,83
2025/03/16 15:45:00;P;;6,3;74,8;34,94
2025/03/16 16:00:00;P;;6,2;75,6;34,95
2025/03/16 16:15:00;P;;6,2;75,1;34,90
2025/03/16 16:30:00;P;;6,3;75,0;34,87
2025/03/16 16:45:00;P;;6,3;75,0;34,92
2025/03/16 16:51:00;A;;;;34,71
2025/03/16 16:52:00;A;;;;34,91
2025/03/16 17:00:00;P;;6,2;75,3;34,90
2025/03/16 17:15:00;P;;6,1;75,3;34,96
2025/03/16 17:30:00;P;;6,2;75,2;35,13
2025/03/16 17:31:00;A;;;;34,92
2025/03/16 17:45:00;P;;6,4;73,8;34,83
2025/03/16 18:00:00;A;;6,2;75,2;34,92
2025/03/16 18:00:01;P;;6,2;;
2025/03/16 18:15:00;P;;6,2;75,0;34,99
2025/03/16 18:30:00;P;;6,2;74,8;34,93
2025/03/16 18:45:00;P;;6,2;75,1;34,94
2025/03/16 19:00:00;P;;6,2;74,8;34,91
2025/03/16 19:15:00;P;;6,3;75,4;34,78
2025/03/16 19:17:00;A;;;;35,17
